Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
0,L Shakkeera,Improved Secure Data Storage with Integrity Verification in Mobile Cloud Computing,2018,International Journal of Pure and Applied Mathematics,acadpubl.eu,https://acadpubl.eu/hub/2018-119-15/4/782.pdf,,208
0,"AS Abdelfattah, T Abdelkader…",Reliable Web Service Consumption Through Mobile Cloud Computing,2018,Mobile Computing …,books.google.com,https://books.google.com/books?hl=en&lr=&id=73eQDwAAQBAJ&oi=fnd&pg=PA57&dq=%22mobile+cloud+computing%22&ots=7lehhg0FBs&sig=2KAVU1Pop7EgATWMPiCdWjGrc5Q,,209
0,"TB Farande, P Kedar",Secure and Effective Authentication Scheme for Distributed Mobile Cloud Computing Services,2018,INTERNATIONAL JOURNAL,ijasret.com,http://www.ijasret.com/VolumeArticles/FullTextPDF/224_6.Secure_and_Effective_Authentication_Scheme_for_Distributed_Mobile_Cloud_Computing_Services.pdf,,210
0,"SAS Muhseen, AS Elameer",A Review in Security Issues and Challenges on Mobile Cloud Computing (MCC),2018,2018 1st Annual International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8640916/,,212
0,V Meena,PLUTO: Cloud Assist Parallel Encryption for Data in Mobile Cloud Computing,2018,International Journal of Pure and Applied Mathematics,acadpubl.eu,http://www.acadpubl.eu/hub/2018-118-21/articles/21d/41.pdf,,213
1,"IA Jamali, A Lakhan, AR Mahesar…",Energy Aware Task Assignment with Cost Optimization in Mobile Cloud Computing,2018,International Journal of …,scirp.org,https://www.scirp.org/journal/paperinformation.aspx?paperid=87443,"https://scholar.google.com/scholar?cites=14819789039853252764&as_sdt=2005&sciodt=0,5&hl=en",214
0,"P Thanapal, MAS Durai",Energy saving offloading scheme for mobile cloud computing using CloudSim,2018,International Journal of Advanced …,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJAIP.2018.089488,,215
1,"RK Verma, B Pati, CR Panigrahi, JL Sarkar…",M2C: An Energy-Efficient Mechanism for Computation in Mobile Cloud Computing,2018,Progress in Advanced …,Springer,https://link.springer.com/chapter/10.1007/978-981-10-6872-0_67,"https://scholar.google.com/scholar?cites=2118403837028725711&as_sdt=2005&sciodt=0,5&hl=en",216
0,"SK Reddy, MS Kumar, UG Scholar",A LIGHWEIGHT SECURE DATA SHARING SCHEME FOR MOBILE CLOUD COMPUTING,2018,International Journal of Pure and …,acadpubl.eu,https://acadpubl.eu/hub/2018-119-16/2/277.pdf,,217
0,"T Bikku, ASG Banu",Security as a Service for Mobile Cloud Computing (MCC) Based On Multi-Cloud Service Providers,2018,International Journal of Pure and Applied …,acadpubl.eu,https://acadpubl.eu/hub/2018-118-24/2/278.pdf,,218
0,Z Hou,Efficient Data Access in Cloudlet-based Mobile Cloud Computing,2018,,ruor.uottawa.ca,https://ruor.uottawa.ca/handle/10393/37982,,219
0,"SKP Preethika, R Gobinath",A survey of mobile cloud computing offloading concepts based on measurements and algorithms,2018,International Journal of …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/1a6c/8b6e9c4cc17d0612f40f7c66aad7a199ccf5.pdf,,220
0,VM Sivagami,Virtual Machine Migration using Particle Swarm Optimization Algorithm in Mobile Cloud Computing,2018,International Journal of Research,,,,221
0,"V Suganya, M Kannan",REVIEW ON COMPUTE AUGMENTATION TECHNIQUES IN MOBILE CLOUD COMPUTING,2018,International Journal of …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/613c/7695d2237fa9214938218a0aada1dcb15edf.pdf,,222
0,JG Berrios Moron,Quality of experience provisioning in mobile cloud computing,2018,,lutpub.lut.fi,https://lutpub.lut.fi/handle/10024/158508,,223
0,"T Huang, Y Chen, S Xue, H Ji, Y Xue, L Qi…",Energy-Efficient Computation Offloading for Multimedia Workflows in Mobile Cloud Computing,2018,… Conference on Testbeds …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-12971-2_7,,225
0,"L Sun, Y Fu, Z Li",An efficient and revocable decentralizing attribute-based encryption for mobile cloud computing,2018,Chinese Conference on Trusted Computing and …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-5913-2_11,,226
0,"NK Sreelesh, SK BJ",An Advanced Hierarchical Attribute Based Encryption Access Control in Mobile Cloud Computing,2018,International Journal of Engineering …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/dfa9/db2ccaa3787cd669bd8e1323088d3aa4a580.pdf,,227
0,T Bhatia,An Efficient Framework for Data Security in Mobile Cloud Computing Paradigm,2018,,,,,228
0,K Lavanya,CLOAK: A FLOW BASED ENCRYPTION PROTOCOL FOR MOBILE CLOUD COMPUTING,2018,IJRAR-International Journal of Research and Analytical …,ijrar.org,http://www.ijrar.org/papers/IJRAR1944451.pdf,,229
0,MA Shalan,Considering Middle Circles in Mobile Cloud Computing: Ethics and Risk Governance,2018,"Global Business Expansion: Concepts, Methodologies …",igi-global.com,https://www.igi-global.com/chapter/considering-middle-circles-in-mobile-cloud-computing/202256,,230
0,"LW Chen, YE Li, JX Liu, HM Chen…",Intelligent Item Searching With Gesture-Based Interfaces Through Mobile Cloud Computing,2018,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8425963/,,232
0,"V Kumar, M Ahamad, P Kumar",THE CRYPTANALYSIS OF PROVABLY SECURE AUTHENTICATED KEY AGREEMENT SCHEME FOR DISTRIBUTED MOBILE CLOUD COMPUTING …,2018,International Journal of Pure and …,acadpubl.eu,https://acadpubl.eu/hub/2018-118-22/articles/22b/88.pdf,,233
1,"S Guo, Y Wang, S Meng, N Ma",Delay Optimization for Mobile Cloud Computing Application Offloading in Smart Cities,2018,… Innovative Mobile and Internet Services in …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-93554-6_44,"https://scholar.google.com/scholar?cites=4018947067552562455&as_sdt=2005&sciodt=0,5&hl=en",234
0,"Y Shibata, M Otomo, G Sato, N Uchida",Efficient Load Balancing and Integration Protocols for Mobile Cloud Computing in Disaster Situations,2018,Conference on Complex …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-93659-8_20,,235
0,S Dey,A Reconfigurable Context-Aware Security Framework For Mobile Cloud Computing,2018,,dalspace.library.dal.ca,https://dalspace.library.dal.ca/handle/10222/74125,,236
1,"I Odun-Ayo, NA Omoregbe, B Udemezue",Cloud and Mobile Computing–Issues and Developments,2018,,eprints.covenantuniversity.edu.ng,http://eprints.covenantuniversity.edu.ng/12204/,"https://scholar.google.com/scholar?cites=15532347633225415267&as_sdt=2005&sciodt=0,5&hl=en",237
0,X Wang,"Context-Aware, Sustainable Mobile Cloud Computing for Pervasive Health Monitoring",2018,,search.proquest.com,http://search.proquest.com/openview/d3dfa2df90c0e211726cc03331e42daf/1?pq-origsite=gscholar&cbl=18750&diss=y,,238
0,"P Pavithra, K Balamurugan",Enhanced Secure Big Data in Distributed Mobile Cloud Computing Using Fuzzy Encryption Model,2018,Bonfring International Journal of …,academia.edu,http://www.academia.edu/download/57653822/BIJ-8391.pdf,,239
1,F AlShahwan,Adaptive Security Framework in Internet of Things (IoT) for Providing Mobile Cloud Computing,2018,Mobile Computing: Technology and Applications,books.google.com,https://books.google.com/books?hl=en&lr=&id=73eQDwAAQBAJ&oi=fnd&pg=PA99&dq=%22mobile+cloud+computing%22&ots=7lehhg0Gut&sig=oJRVG9jj6Msxe_rFBT1qoaZ_UnU,"https://scholar.google.com/scholar?cites=2293829552584681122&as_sdt=2005&sciodt=0,5&hl=en",240
0,M Suguna,Provable dynamic auditing in mobile cloud computing for secure storage of ehealth data,2018,,biomedres.info,http://www.biomedres.info/biomedical-research/provable-dynamic-auditing-in-mobile-cloud-computing-for-secure-storage-of-ehealth-data-7906.html,,241
0,RA Aldmour,Mobile cloud computing for reducing power consumption and minimising latency,2018,,arro.anglia.ac.uk,https://arro.anglia.ac.uk/703810/,,242
0,"H Sinha, G Raj, T Choudhury, P Kumar",Effective E-Healthcare System: Cache Invalidation Mechanisms for Wireless Data Access in Mobile Cloud Computing,2018,… of Big Data and Analytics in …,igi-global.com,https://www.igi-global.com/article/effective-e-healthcare-system/223164,,243
0,"J LIU, M XIAN, H WANG, H RONG",Optimization method for attribute-based cryptographic access control in mobile cloud computing,2018,Journal on Communications,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-TXXB201807004.htm,,244
0,"EKK Edris, M Aiash",ZKPVM: A Zero-knowledge Authentication Protocol for VMs' Live Migration in Mobile Cloud Computing.,2018,ICSOFT,academia.edu,http://www.academia.edu/download/57168146/ZKPVM_A_Zero-knowledge_Authentication_Protocol_for_VMs_Live.pdf,,245
0,"AT Akinola, MO Adigun",A Multi-Criteria Model for Users Trust Management in Ad-hoc Mobile Cloud Computing,2018,2018 International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8601095/,,246
0,"JCA Mateo, J Lee",Performance and Energy-aware Switch Mechanism based on Application Profiling in Mobile Cloud Computing,2018,International Information Institute (Tokyo) …,search.proquest.com,http://search.proquest.com/openview/01d0affe1bd3095e5e1997561d24eb98/1?pq-origsite=gscholar&cbl=936334,,247
0,K Zhou,"Trade-Offs Among Data Security, Usability and Complexity in Mobile Cloud Computing",2018,,search.proquest.com,http://search.proquest.com/openview/ae0fd154df4eff9d94444c0a48b6dfbe/1?pq-origsite=gscholar&cbl=18750&diss=y,,248
0,"P Luo, X Wang",Research on the resource allocation algorithm based on forecasting in mobile cloud computing,2018,Journal of Intelligent & Fuzzy Systems,content.iospress.com,https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs169675,,249
0,"DG Roy, A Ghosh, B Mahato, D De",QoS-Aware Task Offloading Using Self-organized Distributed Cloudlet for Mobile Cloud Computing,2018,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-8578-0_32,,250
1,"AT Akinola, MO Adigun",Approaches to Addressing Service Selection Ties in Ad Hoc Mobile Cloud Computing,2018,Journal of Computer Networks and …,hindawi.com,https://www.hindawi.com/journals/jcnc/2018/4505290/abs/,"https://scholar.google.com/scholar?cites=3558704786674843259&as_sdt=2005&sciodt=0,5&hl=en",251
0,"A Inani, M Singh, R Saxena",A Secure Mobile Cloud Computing Framework Based on Data Classification Using Asymmetric Key Cryptography,2018,Available at SSRN 3170521,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3170521,,252
2,"F Hao, DS Park, J Kang, G Min",2L-MC3: A Two-Layer Multi-Community-Cloud/Cloudlet Social Collaborative Paradigm for Mobile Edge Computing,2018,IEEE Internet of Things Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8447200/,"https://scholar.google.com/scholar?cites=6993320808340461975&as_sdt=2005&sciodt=0,5&hl=en",253
2,"MS Thangam, M Vijayalakshmi",Data-intensive Computation Offloading using Fog and Cloud Computing for Mobile Devices Applications,2018,… International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8748812/,"https://scholar.google.com/scholar?cites=10801826056811031224&as_sdt=2005&sciodt=0,5&hl=en",254
0,"Y Zhang, L Li",A new intelligent self-service express delivery system based on mobile cloud computing and WeChat,2018,International Journal of Autonomous and …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/81a3/0db6aa24e6bfe130ed8afd3e06437f53b26c.pdf,,255
0,"B Kaur, S Jangra","Assessment of Different Security Issues, Threats with Their Detection and Prevention Security Models in Mobile Cloud Computing (MCC)",2018,International Conference on Advanced Informatics for …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-3143-5_27,,256
1,"S Pan, Y Chen",Energy-Optimal Scheduling of Mobile Cloud Computing Based on a Modified Lyapunov Optimization Method,2018,IEEE Transactions on Green Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8510874/,"https://scholar.google.com/scholar?cites=15211354131161375878&as_sdt=2005&sciodt=0,5&hl=en",259
0,"O Olufemi Olakanmi, SO Oke",MASHED: Security and privacy-aware mutual authentication scheme for heterogeneous and distributed mobile cloud computing services,2018,Information Security Journal: A …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/19393555.2019.1609627,,260
0,"VK Harihar, S Sukumaran",Behaviour Comprehension and Prediction Using Time Series Analysis of Data for Code Offloading in Mobile Cloud Computing,2018,2018 3rd IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9012270/,,261
0,"IM Kasrani, MM Vasoya, A Shivakumar, Y Pei",A Mobile Cloud Computing Based Independent Language Learning System with Automatic Intelligibility Assessment and Instant Feedback.,2018,International Association for …,ERIC,https://eric.ed.gov/?id=ED590390,,262
0,"I Sheikh, O Das",Modeling the Effect of Parallel Execution on Multi-site Computation Offloading in Mobile Cloud Computing,2018,European Workshop on Performance Engineering,Springer,https://link.springer.com/chapter/10.1007/978-3-030-02227-3_15,,263
0,"H Yeganeh, A Salahi, MA Pourmina",Reduction of Energy Consumption in Mobile Cloud Computing by‎ Classification of Demands and Executing in Different Data Centers,2018,AUT Journal of Electrical …,eej.aut.ac.ir,https://eej.aut.ac.ir/article_2689_0.html,,264
0,"K Dheepa, D Saravanan, R Parthiban…",SECURE AND FLEXIBLE DATA SHARING SCHEME BASED ON HIR-CP-ABE FOR MOBILE CLOUD COMPUTING,2018,International Journal of …,acadpubl.eu,https://acadpubl.eu/hub/2018-119-14/articles/1/99.pdf,,265
2,"DSA Elminaam, FT Elanezi, KM Hosny",An efficient framework for mobile cloud computing,2018,Proc. 32th Int. Bus. Inf. Manage. Assoc …,,,"https://scholar.google.com/scholar?cites=38441688889488540&as_sdt=2005&sciodt=0,5&hl=en",267
2,"Y ZHOU, Z LI, J GE",Multi-objective workflow scheduling based on delay transmission in mobile cloud computing,2018,Chinese Journal of Computer,,,"https://scholar.google.com/scholar?cites=1959044975425237264&as_sdt=2005&sciodt=0,5&hl=en",268
2,"Z Huang, P Liu, X He, Y Chen…",Mobile data mining system based-on cloud computing,2018,2018 IEEE 3rd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8600528/,"https://scholar.google.com/scholar?cites=12149131113690923663&as_sdt=2005&sciodt=0,5&hl=en",269
2,"J Zheng, Q Zhang, S Xu, H Peng, Q Wu",Cognition-Based Context-Aware Cloud Computing for Intelligent Robotic Systems in Mobile Education,2018,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8451886/,"https://scholar.google.com/scholar?cites=15491202660269300967&as_sdt=2005&sciodt=0,5&hl=en",271
0,"J van Biljon, R van der Merwe","Trends, drivers and barriers influencing cloud computing services for mobile interactions in teaching and learning",2018,2018 Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8368738/,,273
1,"HA Al-Balushi, J Yousif, HA Kazem",Mobile Application for Visualizing Weather Data in Oman Based Cloud Computing,2018,International Journal of …,ijocaas.com,https://ijocaas.com/wp-content/uploads/2018/02/IJOCAAS-04-01-001-Feb2018.pdf,"https://scholar.google.com/scholar?cites=3980520867878497207&as_sdt=2005&sciodt=0,5&hl=en",274
0,A David,Towards Mobile Opportunistic in Cloud Computing,2018,"Indian Journal of Scientific Research (IJSR), ISSN",papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3303793,,275
1,"AS AL-AHMAD, H KAHTAN",TEST CASE SELECTION FOR PENETRATION TESTING IN MOBILE CLOUD COMPUTING APPLICATIONS: A PROPOSED TECHNIQUE.,2018,Journal of Theoretical & Applied Information …,,,"https://scholar.google.com/scholar?cites=8622763007946966831&as_sdt=2005&sciodt=0,5&hl=en",276
0,"H Yu, J Liu, S Guo",Multi-User Optimal Offloading: Leveraging Mobility and Allocating Resources in Mobile Edge Cloud Computing,2018,2018 IEEE International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8515725/,,278
0,"G Ganapathy, JJ Kang",A Novel Architecture for Mobile Crowd and Cloud computing for Health care,2018,The International Journal of Advanced …,koreascience.or.kr,http://www.koreascience.or.kr/article/JAKO201810263412434.page,,279
0,SC Shah,A Mobile Ad hoc Cloud Computing and Networking Infrastructure for Automated Video Surveillance System,2018,arXiv preprint arXiv:1810.07338,arxiv.org,https://arxiv.org/abs/1810.07338,,281
5,"DY Lin, YL Hsu, HY Wei",A novel forwarding policy under cloud radio access network with mobile edge computing architecture,2018,… on Fog and Edge Computing (ICFEC …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8358722/,"https://scholar.google.com/scholar?cites=841490080103032217&as_sdt=2005&sciodt=0,5&hl=en",283
0,"SM Shoaib, S Aslamai",MOBILE AND CLOUD COMPUTING TO ENHANCE E-LEARNING,2018,,academia.edu,https://www.academia.edu/download/58917565/JETIR181153620190416-96143-fdump1.pdf,,284
0,"B Zhu, Y Yang, H Lin, LI Yuming, Z Wang…",Cloud computing for mobile client devices,2018,US Patent App. 15 …,Google Patents,https://patents.google.com/patent/US20180041557A1/en,,285
0,"W Jiang, Y Jiang, Y Wang, J Chen, Y Xu",Mobile Internet Mobile Agent System Dynamic Trust Model for Cloud Computing,2018,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-15127-0_17,,286
0,"SE Mahmoodi, K Subbalakshmi, RN Uma",Spectrum-Aware Mobile Computing: Convergence of Cloud Computing and Cognitive Networking,2018,,books.google.com,https://books.google.com/books?hl=en&lr=&id=EfSADwAAQBAJ&oi=fnd&pg=PR5&dq=%22mobile+cloud+computing%22&ots=Qrxq8ufnlQ&sig=I80H9vpjY-yaywyK4xlZ194GT2I,,287
2,"X Long, J Wu, L Chen",Energy-efficient offloading in mobile edge computing with edge-cloud collaboration,2018,… Conference on Algorithms and Architectures for …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-05057-3_35,"https://scholar.google.com/scholar?cites=9065427671396731282&as_sdt=2005&sciodt=0,5&hl=en",289
0,"D Tribedi, D Sadhukhan, S Ray",Cryptanalysis of a Secure and Privacy Preserving Mobile Wallet Scheme with Outsourced Verification in Cloud Computing,2018,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-8581-0_33,,291
2,"M Li, Q Wu, J Zhu, R Zheng, M Zhang",A Computing Offloading Game for Mobile Devices and Edge Cloud Servers,2018,Wireless Communications and …,hindawi.com,https://www.hindawi.com/journals/wcmc/2018/2179316/abs/,"https://scholar.google.com/scholar?cites=15311454264020666418&as_sdt=2005&sciodt=0,5&hl=en",292
0,"MHB Shalhoub, MHB Shalhoub…",An Artificial Intelligence Mobile‐Cloud Computing Tool: Experimental Results Based on Physicians' and Patients' Views of Cancer Care by Family …,2018,… for Health and …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119509875.ch10,,294
1,"ZZ Piao, SD Kim",A Prediction-based Dynamic Component Offloading Framework for Mobile Cloud Computing,2018,Journal of KIISE,koreascience.or.kr,http://www.koreascience.or.kr/article/JAKO201823952432020.page,"https://scholar.google.com/scholar?cites=14104555314187979743&as_sdt=2005&sciodt=0,5&hl=en",295
0,"MV Kanmani, MKP Nandhini, MS Swetha",PRIVACY-PRESERVING DATA ENCRYPTION STRATEGY FOR BIG DATA IN MOBILE CLOUD COMPUTING,2018,Technology,,,,296
0,"C Wang, X Tian, C Zhao",Research on Development of Real Time Translation Software of Scientific Paper Based on Mobile Cloud Computing,2018,JOURNAL OF …,"… LLC 6815 E MANOR DR, TERRE …",,,297
0,"F Kamoun-Abid, A Meddeb-Makhlouf, F Zarai",Distributed Firewall and Controller for Mobile Cloud Computing.,2018,AICCSA,,,,298
1,"Z Lan, W Xia, W Cui, F Yan, F Shen…",A hierarchical game for joint wireless and cloud resource allocation in mobile edge computing system,2018,2018 10th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8555606/,"https://scholar.google.com/scholar?cites=10648745991249990274&as_sdt=2005&sciodt=0,5&hl=en",300
0,"L Ruan, S Guo, H Rutagemwa, B Rong…",The Re-Expanded Cloud: Distributed Uplink Offloading for Mobile Edge Computing,2018,2018 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8422771/,,302
0,"JB Lim, HS Choi, HC Yu",A Monitoring Scheme Based on Artificial Intelligence in Mobile Edge Cloud Computing Environments,2018,KIPS Transactions on Computer and …,koreascience.kr,http://www.koreascience.kr/article/JAKO201810038012282.page,,303
0,M Mohammadi,Training through Mobile Devices based on Cloud Computing,2018,Iranian Journal of Information processing and …,jipm.irandoc.ac.ir,http://jipm.irandoc.ac.ir/article-1-3704-en.html,,304
0,"W Chen, S Xiao, C Tang, M Hao, X Wei",Energy-efficient and Deadline-satisfied Task Scheduling in Mobile Cloud Computing,2018,,m.leokathy.com,https://m.leokathy.com/or/handle/00001903-5/524413,,305
4,"M Alkhalaileh, RN Calheiros, QV Nguyen…",Dynamic resource allocation in hybrid mobile cloud computing for data-intensive applications,2019,… Conference on Green …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-19223-5_13,"https://scholar.google.com/scholar?cites=18054294144591362938&as_sdt=2005&sciodt=0,5&hl=en",12
9,"AE Eshratifar, A Esmaili…",Bottlenet: A deep learning architecture for intelligent mobile cloud computing services,2019,2019 IEEE/ACM …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8824955/,"https://scholar.google.com/scholar?cites=9924825244584009078&as_sdt=2005&sciodt=0,5&hl=en",14
1,"A Kero, A Khanna, D Kumar…",An Adaptive Approach Towards Computation Offloading for Mobile Cloud Computing,2019,International Journal of …,igi-global.com,https://www.igi-global.com/article/an-adaptive-approach-towards-computation-offloading-for-mobile-cloud-computing/222720,"https://scholar.google.com/scholar?cites=8202416576844012210&as_sdt=2005&sciodt=0,5&hl=en",124
39,V Sundararaj,Optimal task assignment in mobile cloud computing by queue based ant-bee algorithm,2019,Wireless Personal Communications,Springer,https://link.springer.com/article/10.1007/s11277-018-6014-9,"https://scholar.google.com/scholar?cites=212143556087931242&as_sdt=2005&sciodt=0,5&hl=en",1
27,H Elazhary,"Internet of Things (IoT), mobile cloud, cloudlet, mobile IoT, IoT cloud, fog, mobile edge, and edge emerging computing paradigms: Disambiguation and research …",2019,Journal of Network and Computer Applications,Elsevier,https://www.sciencedirect.com/science/article/pii/S1084804518303497,"https://scholar.google.com/scholar?cites=11675647968671070174&as_sdt=2005&sciodt=0,5&hl=en",2
21,"AE Eshratifar, MS Abrishami…",JointDNN: an efficient training and inference engine for intelligent mobile cloud computing services,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8871124/,"https://scholar.google.com/scholar?cites=17261505140617011241&as_sdt=2005&sciodt=0,5&hl=en",3
14,"Y Karaca, M Moonis, YD Zhang, C Gezgez",Mobile cloud computing based stroke healthcare system,2019,International Journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0268401217309386,"https://scholar.google.com/scholar?cites=4121381042382735465&as_sdt=2005&sciodt=0,5&hl=en",4
10,"SA Chaudhry, IL Kim, S Rho, MS Farash, T Shon",An improved anonymous authentication scheme for distributed mobile cloud computing services,2019,Cluster Computing,Springer,https://link.springer.com/article/10.1007/s10586-017-1088-9,"https://scholar.google.com/scholar?cites=15148878590493655274&as_sdt=2005&sciodt=0,5&hl=en",5
22,"AJ Ferrer, JM Marquès, J Jorba","Towards the decentralised cloud: Survey on approaches and challenges for mobile, ad hoc, and edge computing",2019,ACM Computing Surveys (CSUR),dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3243929,"https://scholar.google.com/scholar?cites=13162147336428234505&as_sdt=2005&sciodt=0,5&hl=en",6
14,I Arpaci,A hybrid modeling approach for predicting the educational use of mobile cloud computing services in higher education,2019,Computers in Human Behavior,Elsevier,https://www.sciencedirect.com/science/article/pii/S074756321830445X,"https://scholar.google.com/scholar?cites=16799057425710301826&as_sdt=2005&sciodt=0,5&hl=en",7
10,"E Ahmed, A Naveed, A Gani, SH Ab Hamid…",Process state synchronization-based application execution management for mobile edge/cloud computing,2019,Future Generation …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0167739X18307970,"https://scholar.google.com/scholar?cites=16122111355167887683&as_sdt=2005&sciodt=0,5&hl=en",8
7,"L Liu, X Guo, Z Chang, T Ristaniemi",Joint optimization of energy and delay for computation offloading in cloudlet-assisted mobile cloud computing,2019,Wireless Networks,Springer,https://link.springer.com/article/10.1007/s11276-018-1794-0,"https://scholar.google.com/scholar?cites=7201007021270837447&as_sdt=2005&sciodt=0,5&hl=en",9
8,"J Mo, Z Hu, H Chen, W Shen",An efficient and provably secure anonymous user authentication and key agreement for mobile cloud computing,2019,Wireless Communications and Mobile …,hindawi.com,https://www.hindawi.com/journals/wcmc/2019/4520685/abs/,"https://scholar.google.com/scholar?cites=8379762901392320512&as_sdt=2005&sciodt=0,5&hl=en",10
4,"R Somula, C Anilkumar, B Venkatesh…",Cloudlet services for healthcare applications in mobile cloud computing,2019,Proceedings of the 2nd …,Springer,https://link.springer.com/chapter/10.1007/978-981-13-1610-4_54,"https://scholar.google.com/scholar?cites=4568484380003923372&as_sdt=2005&sciodt=0,5&hl=en",11
7,"H Mora, FJ Mora Gimeno, MT Signes-Pont, B Volckaert",Multilayer architecture model for mobile cloud computing paradigm,2019,Complexity,hindawi.com,https://www.hindawi.com/journals/complexity/2019/3951495/abs/,"https://scholar.google.com/scholar?cites=12068912461243732596&as_sdt=2005&sciodt=0,5&hl=en",13
4,"N Agrawal, S Tapaswi",A trustworthy agent-based encrypted access control method for mobile cloud computing environment,2019,Pervasive and Mobile Computing,Elsevier,https://www.sciencedirect.com/science/article/pii/S1574119218302943,"https://scholar.google.com/scholar?cites=13742391063949844329&as_sdt=2005&sciodt=0,5&hl=en",15
6,"C Fiandrino, N Allio, D Kliazovich, P Giaccone…",Profiling performance of application partitioning for wearable devices in mobile cloud and fog computing,2019,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8616760/,"https://scholar.google.com/scholar?cites=3611383651513710956&as_sdt=2005&sciodt=0,5&hl=en",16
8,"S Jegadeesan, M Azees, PM Kumar…",An efficient anonymous mutual authentication technique for providing secure communication in mobile cloud computing for smart city applications,2019,Sustainable Cities and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2210670718301720,"https://scholar.google.com/scholar?cites=12312303086143920171&as_sdt=2005&sciodt=0,5&hl=en",17
3,"T Halabi, M Bellaiche, A Abusitta",Toward secure resource allocation in mobile cloud computing: A matching game,2019,… International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8685509/,"https://scholar.google.com/scholar?cites=4872282487488366916&as_sdt=2005&sciodt=0,5&hl=en",18
4,"X Peng, F Smarandache",Novel neutrosophic Dombi Bonferroni mean operators with mobile cloud computing industry evaluation,2019,Expert Systems,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/exsy.12411,"https://scholar.google.com/scholar?cites=8421582775152524391&as_sdt=2005&sciodt=0,5&hl=en",19
3,"B Mei, X Wang, Q Wen, Y Tang, H Wang…",A novel algorithm for estimating purchase incentive of the public based on mobile cloud computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8719959/,"https://scholar.google.com/scholar?cites=14928490316298822179&as_sdt=2005&sciodt=0,5&hl=en",20
5,"X Xu, Y Chen, Y Yuan, T Huang, X Zhang…",Blockchain-based cloudlet management for multimedia workflow in mobile cloud computing,2019,Multimedia Tools and …,Springer,https://link.springer.com/article/10.1007/s11042-019-07900-x,"https://scholar.google.com/scholar?cites=622469555083747438&as_sdt=2005&sciodt=0,5&hl=en",21
