Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
0,"N Agrawal, J Rellermeyer, AY Ding",IoT Resource-aware Orchestration Framework for Edge Computing,2019,Proceedings of the 15th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3360468.3368179,,367
0,"H Wang, Q Wang, M Li, T Shi",An Edge Computing Based Gateway for WIA-PA Networks,2019,2019 Chinese Automation …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8997420/,,368
0,"J Qian, SP Gochhayat…",Distributed Active Learning Strategies on Edge Computing,2019,… on Edge Computing and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8854053/,,369
1,"X Sang, Q Li",Mimic Defense Techniques of Edge-Computing Terminal,2019,2019 IEEE Fifth International Conference on Big …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8848248/,"https://scholar.google.com/scholar?cites=13017560693856893070&as_sdt=2005&sciodt=0,5&hl=en",370
0,"Q Li, P Chen, R Wang",Edge Computing for Intelligent Transportation System: A Review,2019,"Cyberspace Data and Intelligence, and Cyber …",Springer,https://link.springer.com/chapter/10.1007/978-981-15-1925-3_10,,373
0,"M Crăciunescu, O Chenaru, R Dobrescu…",IIoT Gateway for Edge Computing Applications,2019,… Workshop on Service …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-27477-1_17,,375
1,"P Giammatteo, FV Fiordigigli, L Pomante…",Age & Gender Classifier for Edge Computing,2019,2019 8th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8760160/,"https://scholar.google.com/scholar?cites=11297370019857068781&as_sdt=2005&sciodt=0,5&hl=en",377
0,"KY Ho, TH Hsieh, MY Tsai, KC Lai",Usage-Aware Resource Allocation in Edge Computing,2019,International Conference on Frontier …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-3250-4_28,,378
0,"R Xie, Q Tang, Q Wang, X Liu, FR Yu, T Huang",Collaborative Vehicular Edge Computing Networks: Architecture Design and Research Challenges,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8924619/,,379
0,"K Okada, S Kashihara, Y Kondo…",Device-Based Network Selection for Edge Computing,2019,2019 16th IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8651778/,,380
0,"A Hamm, A Willner, I Schieferdecker",Edge Computing: A Comprehensive Survey of Current Initiatives and a Roadmap for a Sustainable Edge Computing Development,2019,arXiv preprint arXiv:1912.08530,arxiv.org,https://arxiv.org/abs/1912.08530,,381
0,"RI Minu, G Nagarajan",Bridging the IoT Gap Through Edge Computing,2019,Edge Computing and Computational …,igi-global.com,https://www.igi-global.com/chapter/bridging-the-iot-gap-through-edge-computing/231998,,382
0,"D Wu, M Omwenga, Y Liang, L Yang…",Edge Computing Enabled Cognitive Portable Ground Penetrating Radar,2019,"MOBIMEDIA 2019, June …",par.nsf.gov,https://par.nsf.gov/biblio/10129678,,383
0,"KMR Chowdary, V Tiwari, MRE Jebarani",Edge computing by using LZW Algorithm,2019,,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/8d93/c42fef03aea46f0f743656bfebc54ec5fc6e.pdf,,385
0,"A Chokor, S Marrero, JP Jones…",Multi-sensor edge computing system,2019,US Patent App. 16 …,Google Patents,https://patents.google.com/patent/US20190347926A1/en,,387
0,J Kaur,Edge Computing: An Era of Advance Computations in Internet of Things,2019,Journal of Software Engineering Tools & …,computers.stmjournals.com,http://computers.stmjournals.com/index.php?journal=JoSETTT&page=article&op=view&path%5B%5D=2000,,389
0,"M MTSHALI, S DLAMINI, M ADIGUN…",Edge Computing for Emerging Markets Addressing African Needs,2019,2019 IST-Africa Week …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8764842/,,390
1,"Y YIN, Y JIANG, WEN Hong, Y ZHANG…",Relay Protection Based on Edge Computing in Power System,2019,"… , Energy and Earth …",dpi-proceedings.com,http://www.dpi-proceedings.com/index.php/dteees/article/view/28913,"https://scholar.google.com/scholar?cites=520538949890315890&as_sdt=2005&sciodt=0,5&hl=en",391
0,"CS Yang, R Pedarsani, AS Avestimehr",Edge Computing in the Dark: Leveraging Contextual-Combinatorial Bandit and Coded Computing,2019,arXiv preprint arXiv:1912.09512,arxiv.org,https://arxiv.org/abs/1912.09512,,393
0,"J Lee, J Kim, S Pack, H Ko",Dependency-Aware Task Allocation Algorithm for Distributed Edge Computing,2019,2019 IEEE 17th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8972185/,,394
0,"A Wang, Z Zha, Y Guo, S Chen",A SDN-based network layer for edge computing: poster,2019,… /IEEE Symposium on Edge Computing,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3318216.3363333,,395
0,"W Dai, H Nishi, V Vyatkin, V Huang…",Industrial Edge Computing: Enabling Embedded Intelligence,2019,IEEE Industrial …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8941000/,,397
0,"Z Zhou, X Li, G Sun",Accelerate service live migration in resource-limited edge computing systems,2019,… the 4th ACM/IEEE Symposium on Edge Computing,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3318216.3363456,,398
0,"AJ Ferrer, JM Marques, J Jorba",Ad-Hoc Edge Cloud: A Framework for Dynamic Creation of Edge Computing Infrastructures,2019,2019 28th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8847142/,,399
0,"A Wang, Z Zha, Y Guo, S Chen",Poster: A SDN-based Network Layer for Edge Computing,2019,,tsapps.nist.gov,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=928677,,400
0,"FY Rao, E Bertino",Privacy Techniques for Edge Computing Systems,2019,Proceedings of the IEEE,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8737758/,,401
0,"S Nikolaou, C Anagnostopoulos…",In-network Predictive Analytics in Edge Computing,2019,2019 Wireless Days …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8734267/,,402
0,"Z Wu, Y Shinjo",Improving Web Browsing Experience with Personalized Edge Computing,2019,… & Communications (IUCC) and Data Science …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8982590/,,404
0,"S Du, Q Sun, J Gu, Y Liu",Optimal Computation Resource Allocation in Vehicular Edge Computing,2019,International Conference on Blockchain and …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-2777-7_34,,407
0,"H Kim, EA Lee, S Dustdar",Creating a Resilient IoT With Edge Computing,2019,Computer,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8780405/,,408
0,"L Nogueira, J Coelho",Self-organising Clusters in Edge Computing,2019,Proceedings of the Computational Methods in …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-30329-7_29,,409
0,"Q Liu, H Zeng, L Liu, M Chen",Delay-constrained offloading of computationally intensive workloads in edge computing,2019,… /IEEE Symposium on Edge Computing,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3318216.3363452,,410
0,"S Naveen, MR Kounte",Key Technologies and challenges in IoT Edge Computing,2019,… conference on I-SMAC (IoT in Social …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9032541/,,411
0,"N Tellez, M Jimeno, A Salazar…",Container-based architecture for optimal face-recognition tasks in edge computing,2019,… on Edge Computing,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3318216.3363323,,412
0,"Y Qi, P Lou, J Yan, J Hu",Surveillance of abnormal behavior in elevators based on edge computing,2019,2019 International Conference on …,spiedigitallibrary.org,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11321/1132114/Surveillance-of-abnormal-behavior-in-elevators-based-on-edge-computing/10.1117/12.2541397.short,,413
0,"M Shamseddine, W Itani, A Al-Dulaimy…",Mitigating Rogue Node Attacks in Edge Computing,2019,2019 2nd IEEE Middle …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8988518/,,414
0,"Y Liu, J Jiang, Y Liu, Y Zhang, Q Wu",Network resource optimization configuration in edge computing environment,2019,International Journal of …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/1206212X.2019.1706811,,415
0,"B Bajic, I Cosic, B Katalinic, S Moraca…",EDGE COMPUTING VS. CLOUD COMPUTING: CHALLENGES AND OPPORTUNITIES IN INDUSTRY 4.0.,2019,Annals of DAAAM & …,researchgate.net,https://www.researchgate.net/profile/Aleksandar_Rikalovic/publication/338117673_EDGE_COMPUTING_VS_CLOUD_COMPUTING_CHALLENGES_AND_OPPORTUNITIES_IN_INDUSTRY_40/links/5e0094a4299bf10bc371b268/EDGE-COMPUTING-VS-CLOUD-COMPUTING-CHALLENGES-AND-OPPORTUNITIES-IN-INDUSTRY-40.pdf,,417
0,"T Verstraeten, FG Marulanda, C Peeters, PJ Daems…",Edge computing for advanced vibration signal processing,2019,,hal.archives-ouvertes.fr,https://hal.archives-ouvertes.fr/hal-02188766/,,418
0,"J Xie, C Qian, D Guo, X Li, S Shi…",Efficient Data Placement and Retrieval Services in Edge Computing,2019,2019 IEEE 39th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8885191/,,419
0,"K Toczé, J Lindqvist, S Nadjm-Tehrani",Performance Study of Mixed Reality for Edge Computing,2019,Proceedings of the 12th IEEE …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3344341.3368816,,421
0,"MO Ozcan, F Odaci, I Ari",Remote Debugging for Containerized Applications in Edge Computing Environments,2019,… Conference on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8812229/,,422
0,"J Ding, D Fan",Edge Computing for Terminal Query Based on IoT,2019,2019 IEEE International Conference on Smart …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8896627/,,423
2,"JH Huh, YS Seo",Understanding Edge Computing: Engineering Evolution With Artificial Intelligence,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8861030/,"https://scholar.google.com/scholar?cites=13589906900073542977&as_sdt=2005&sciodt=0,5&hl=en",424
0,"VA Nalam, TJ Lim, B Sikdar…",Detecting Selective Modification in Vehicular Edge Computing,2019,2019 IEEE 90th Vehicular …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8891427/,,425
0,"P Benoit, L Dalmasso, G Patrigeon, T Gil…",Edge-Computing Perspectives with Reconfigurable Hardware,2019,… -centric Systems-on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9034961/,,426
0,"KC Serdaroglu, S Baydere",Edge Computing based Smart Meeting Room Controller,2019,2019 International Symposium on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8909191/,,428
0,"V Gezer, J Zietsch, N Weinert, M Ruskowski",A Field Study: The Perception of Edge Computing for Production Industry,2019,,72.52.166.148,http://72.52.166.148/conferences2019/filesUBICOMM19/18008%20A%20Field%20Study_Volkan%20Gezer.pdf,,429
0,"Y Chen, S Zhang, Y Zhao, Z Qian, Y Liang, J Ge, S Lu",Efficient VNF Migration and Recovery in Edge Computing Environments,2019,,hpcs.cs.tsukuba.ac.jp,https://www.hpcs.cs.tsukuba.ac.jp/icpp2019/data/posters/Poster5-abst.pdf,,430
0,N Yoshikane,Applications of SDN-enabled optical transport network and cloud/edge computing technology,2019,2019 Optical Fiber Communications Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8696454/,,431
0,S Wang,"Edge Computing: Applications, State-of-the-Art and Challenges",2019,Advances in Networks,article.networksjournal.org,http://article.networksjournal.org/pdf/10.11648.j.net.20190701.12.pdf,,432
2,"C Jie, A XU, WEN Hong, W LIU…",Malicious Node Identification Method Based on Intelligent Algorithm for Edge Computing,2019,"… , Energy and Earth …",dpi-proceedings.com,http://www.dpi-proceedings.com/index.php/dteees/article/view/28962,"https://scholar.google.com/scholar?cites=4804948802019142946&as_sdt=2005&sciodt=0,5&hl=en",433
0,"A Carvalho, N O'Mahony, L Krpalkova, S Campbell…",Edge Computing Applied to Industrial Machines,2019,Procedia …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2351978920300251,,434
0,"S Yuan, Y Fan, Y Cai",A Survey on Computation Offloading for Vehicular Edge Computing,2019,Proceedings of the 2019 7th International …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3377170.3377228,,435
0,"YB Lin, MZ Shieh, YW Lin",DormTalk: edge computing for the dormitory applications on campus,2019,IET Networks,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8733289/,,436
0,"Z Kong, J Xue, Y Wang, W Han, X Liu",Identity Authentication Under Internet of Everything Based on Edge Computing,2019,Chinese Conference on Trusted …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-3418-8_6,,437
0,"T Dlamini, ÁF Gambín",Adaptive Resource Management for a Virtualized Computing Platform within Edge Computing,2019,2019 16th Annual IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8824927/,,438
0,"W Hendricks, D Jooste",Analyzing Web Site Performance between Edge Computing and Cloud Computing,2019,,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/bd51/ba1fcbad5167d40c5b8ccac54f1a51ef5f92.pdf,,439
0,"X Peng, K Ota, M Dong",Edge Computing Based Traffic Analysis System Using Broad Learning,2019,… on Artificial Intelligence for Communications and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-22971-9_20,,440
0,"NV Abhishek, TJ Lim, B Sikdar…",Detecting RSU Misbehavior in Vehicular Edge Computing,2019,2019 IEEE/CIC …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8855952/,,441
0,"IA Lami, A Al-Ameri",DEO: A Smart Dynamic Edge Offloading Scheme using Processing Resources of Nearby Wireless Devices to Form an Edge Computing Engine,2019,2019 IEEE Cloud Summit,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9045752/,,442
1,"MJ O'Grady, D Langton, GMP O'Hare",Edge computing: A tractable model for smart agriculture?,2019,Artificial Intelligence in Agriculture,Elsevier,https://www.sciencedirect.com/science/article/pii/S2589721719300339,"https://scholar.google.com/scholar?cites=14534218295401862260&as_sdt=2005&sciodt=0,5&hl=en",443
1,"LU Khan, I Yaqoob, NH Tran, SM Kazmi…",Edge Computing Enabled Smart Cities: A Comprehensive Survey,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1909.08747,"https://scholar.google.com/scholar?cites=16609062127017149700&as_sdt=2005&sciodt=0,5&hl=en",444
1,I Sittón-Candanedo,A New Approach: Edge Computing and Blockchain for Industry 4.0,2019,… Symposium on Distributed Computing and Artificial …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-23946-6_25,"https://scholar.google.com/scholar?cites=5450185991169907589&as_sdt=2005&sciodt=0,5&hl=en",445
0,"S Gu, D Guo, G Tang, L Luo, Y Sun, X Luo",HyEdge: Optimal Request Scheduling in Hybrid Edge Computing Environment,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1909.06499,,446
0,K Tajima,"Edge computing system, edge server, and system control method",2019,"US Patent App. 16/281,754",Google Patents,https://patents.google.com/patent/US20190260827A1/en,,447
0,"R Zhang, C Tian, Y Ji",An emotion recognition system based on edge computing and cloud computing applied in the kindergarten,2019,Proceedings of the ACM Turing Celebration …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3321408.3321596,,448
1,"K Kim, YG Hong",Autonomous network traffic control system based on intelligent edge computing,2019,2019 21st International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8701939/,"https://scholar.google.com/scholar?cites=274662675892257882&as_sdt=2005&sciodt=0,5&hl=en",449
0,"X Liu, L Qi, X Xu, X Zhang, S Wan",Privacy-Aware Service Migration for Edge Computing in Urban Cities,2019,International Symposium on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-37337-5_34,,450
0,"H Miyajima, H Miyajima, N Shiratori",Fast and Secure Edge-computing Algorithms for Classification Problems.,2019,IAENG International Journal of …,iaeng.org,http://www.iaeng.org/IJCS/issues_v46/issue_4/IJCS_46_4_01.pdf,,451
0,"Y Zhang, P Du",Delay-Driven Computation Task Scheduling in Multi-Cell Cellular Edge Computing Systems,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8864059/,,452
0,"ZY Thean, VV Yap, PC Teh",Container-based MQTT Broker Cluster for Edge Computing,2019,2019 4th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9037775/,,453
1,"BS Gu, L Gao, X Wang, Y Qu, J Jin…",Privacy on the Edge: Customizable Privacy-Preserving Context Sharing in Hierarchical Edge Computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8790751/,"https://scholar.google.com/scholar?cites=15978319252147274931&as_sdt=2005&sciodt=0,5&hl=en",454
0,"Q Wang, B Lee, N Murray, Y Qiao",MR-Edge: a MapReduce-based Protocol for IoT Edge Computing with Resource Constraints,2019,2019 16th IEEE Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8651855/,,455
0,"Y Song, Y Peng, L Zhang",Dynamic Tasks Assignment for Face Recognition in Edge Computing,2019,2019 28th Wireless and Optical …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8770651/,,456
0,"K Gaur, J Grover",Exploring VANET Using Edge Computing and SDN,2019,2019 Second International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8882917/,,459
0,"X Xu, Y Xue, X Li, L Qi, S Wan",A Computation Offloading Method for Edge Computing With Vehicle-to-Everything,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8830373/,,460
0,"IH Chuang, RC Sun, HJ Tsai…",A Dynamic Multi-Resource Management for Edge Computing,2019,… on Networks and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8802051/,,461
0,"P Hu, W Chen","Software-Defined Edge Computing (SDEC): Principles, Open System Architecture and Challenges",2019,"… Intelligence & Computing, Advanced & Trusted …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9060313/,,462
0,"B Diao, K Yang, Y Mei, Q Wang, C Li…",A Scalable Testbed for Task Offloading and Deployment of Heterogeneous Edge Computing,2019,… (IUCC) and Data …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8982656/,,463
0,"L Yan, D Wan, Q Zhao, Y Yang",Research on Implementation Methods of Edge Computing in Intelligent Hydrology,2019,International Conference on Ubiquitous …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-19063-7_18,,466
0,"H Yan, X Qiao",Research and Implementation of Edge Computing in Web AR,2019,IOP Conference Series: Materials Science and …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1757-899X/490/4/042037/meta,,467
0,"M Alnemari, N Bagherzadeh",Efficient Deep Neural Networks for Edge Computing,2019,… Conference on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8812185/,,468
0,"W Ma, L Mashayekhy",Privacy-by-Design Distributed Offloading for Vehicular Edge Computing,2019,Proceedings of the 12th IEEE/ACM International …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3344341.3368804,,469
0,"S Yerabolu, S Gomena, E Aryafar…",An Edge Computing Marketplace for Distributed Machine Learning,2019,Proceedings of the ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3342280.3342299,,470
0,"F Xu, F Yang, C Qiu, C Zhao, B Li",DQN Aided Edge Computing in Satellite-Terrestrial Network,2019,International Conference on Wireless …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-19153-5_11,,471
0,"J Meng, C Zeng, H Tan, Z Li, B Li…",Joint Heterogeneous Server Placement and Application Configuration in Edge Computing,2019,2019 IEEE 25th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8975813/,,472
0,"C Yi, A XU, WEN Hong, Y JIANG…",A Lightweight Mutual Authentication Scheme for Power Edge Computing System,2019,"… , Energy and Earth …",dpi-proceedings.com,http://www.dpi-proceedings.com/index.php/dteees/article/view/28912,,474
0,N Mohan,Edge Computing Platforms and Protocols,2019,,helda.helsinki.fi,https://helda.helsinki.fi/bitstream/handle/10138/306041/EdgeComp.pdf?sequence=1,,476
0,"K Bai, S Liu, Y Yi",High speed and energy efficient deep neural network for edge computing,2019,… of the 4th ACM/IEEE Symposium on Edge Computing,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3318216.3363453,,477
0,"QN Lu, MX Yang, M Huang…",An Intelligent Radio monitoring Architecture Based on Edge Computing,2019,2019 URSI Asia-Pacific …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8738188/,,478
0,"R Xu, Z Zhang, B Shen, Y Zeng…",Security Storage Based on Fountain Code and XOR Encryption in Edge Computing,2019,… Conference on Ubi …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9049641/,,479
0,"PW Jia, PG Min, PY Xiang, DAK Sangaiah",Special Issue on Intelligent Edge Computing for Cyber Physical and Cloud Systems,2019,,dl.acm.org,https://dl.acm.org/doi/fullHtml/10.1145/3372277,,480
0,"J Li, X Shen, L Chen, J Chen",Bandwidth Slicing to Boost Federated Learning in Edge Computing,2019,arXiv preprint arXiv:1911.07615,arxiv.org,https://arxiv.org/abs/1911.07615,,481
0,"A Xu, Y Jiang, J Wu, Y Zhang, W Hou…",Efficiency and Security for Edge Computing Assisted Smart Grids,2019,2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9024545/,,482
1,"Y Liu, Q He, D Zheng, M Zhang…",Data Caching Optimization in the Edge Computing Environment,2019,… Conference on Web …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8818414/,"https://scholar.google.com/scholar?cites=593944594256888263&as_sdt=2005&sciodt=0,5&hl=en",483
0,"D Zhou, M Ouyang, Z Kuang, Z Li, JP Zhou…",Incremental Association Rule Mining Based on Matrix Compression for Edge Computing,2019,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8918095/,,484
3,"Y Ito, H Koga",Improving offload delay using flow splitting and aggregation in edge computing,2019,IEICE Communications Express,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/comex/advpub/0/advpub_2019GCL0009/_article/-char/ja/,"https://scholar.google.com/scholar?cites=7804313549618649039&as_sdt=2005&sciodt=0,5&hl=en",485
0,"CC Liu, CC Huang, CW Tseng…",Service Resource Management in Edge Computing Based on Microservices,2019,… Conference on Smart …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8896407/,,487
1,"R Barreto, J Lobo, P Menezes",Edge Computing: A Neural Network Implementation on an IoT Device,2019,2019 5th Experiment …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8876463/,"https://scholar.google.com/scholar?cites=5285215018290022950&as_sdt=2005&sciodt=0,5&hl=en",488
0,"L Chen, Z Liu, Z Wang",Research on Heterogeneous Terminal Security Access Technology in Edge Computing Scenario,2019,2019 11th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8858768/,,489
0,"N Nasir, B Campbell",An architecture for edge computing over underutilized gateways: demo abstract,2019,Proceedings of the 17th Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3356250.3361934,,490
0,"C Avasalcai, C Tsigkanos…",Decentralized Resource Auctioning for Latency-Sensitive Edge Computing,2019,… on Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8812207/,,491
0,"S Sagkriotis, K Kolomvatsos…",Knowledge-centric Analytics Queries Allocation in Edge Computing Environments,2019,… IEEE Symposium on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8969706/,,492
0,"A Akusok, KM Björk, LE Leal, Y Miche, R Hu…",Spiking networks for improved cognitive abilities of edge computing devices,2019,Proceedings of the 12th …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3316782.3321546,,493
0,"MJ Cannon, N Edgar",Image Distribution in an Edge Computing System,2019,"US Patent App. 16/223,384",Google Patents,https://patents.google.com/patent/US20190199828A1/en,,494
0,"W Zhou, J Wang, L Li, J Wang, K Lu…",An Efficient Secure Coded Edge Computing Scheme Using Orthogonal Vector,2019,2019 IEEE Intl Conf on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9047418/,,495
0,"MJ Júnior, OB Maia, H Oliveira…",Assistive Technology through Internet of Things and Edge Computing,2019,2019 IEEE 9th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8966148/,,496
0,"SH Sackey, JH Anajemba…",An Efficient Data Transmission in Smart Grids Using Edge Computing,2019,International Journal …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/8518/13466e0dea881ed7b6cf1ff9ebca6e9356b9.pdf,,497
0,"N Wang, X Wang, P Palacharla…",Mobility-Aware 5G Midhaul Network Design for Optimizing Edge Computing Resources,2019,2019 Optical Fiber …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8696469/,,498
0,"A Zakharchenko, O Stepanets",Edge computing in Building automation system-pros and cons,2019,"Modeling, Control and …",itconfdoc.nuwm.edu.ua,http://itconfdoc.nuwm.edu.ua/index.php/ITConf/article/view/47,,499
0,"I Atanasov, E Pencheva, A Nametkov…",Provisioning of UE Behavior Prognostic by Multiaccess Edge Computing,2019,2019 International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8909152/,,500
0,"R Muñoz, R Vilalta, R Casellas…",Orchestration of Optical Networks and Cloud/Edge Computing for IoT Services,2019,… (OECC) and 2019 …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8817786/,,501
2,"L Dong, W Wu, Q Guo, MN Satpute…",Reliability-Aware Offloading and Allocation in Multilevel Edge Computing System,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8715812/,"https://scholar.google.com/scholar?cites=7982877051526259222&as_sdt=2005&sciodt=0,5&hl=en",502
1,"A Sacco, F Esposito, P Okorie…",LiveMicro: An Edge Computing System for Collaborative Telepathology,2019,… Topics in Edge Computing …,usenix.org,https://www.usenix.org/conference/hotedge19/presentation/sacco,"https://scholar.google.com/scholar?cites=10147612087856805642&as_sdt=2005&sciodt=0,5&hl=en",503
0,"P Zhang, H Liu, Y Zhang",Blockchain Enabled Cooperative Authentication with Data Traceability in Vehicular Edge Computing,2019,"2019 Computing, Communications …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9018754/,,504
0,"S Lee, T Lee, Y Wang, HY Youn",Dynamically Adjusting the Stale Synchronous Parallel Model for Edge Computing,2019,Proceedings of the International …,csce.ucmss.com,https://csce.ucmss.com/cr/books/2019/LFS/CSREA2019/PDP2402.pdf,,505
0,"A Kouloumpris, MK Michael…",Reliability-Aware Task Allocation Latency Optimization in Edge Computing,2019,2019 IEEE 25th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8854422/,,506
0,"X Zhang, Q Chen, X Peng…",Differential Privacy-Based Indoor Localization Privacy Protection in Edge Computing,2019,2019 IEEE SmartWorld …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9060228/,,507
0,"J Meng, H Tan, XY Li, Z Han, B Li",Online Deadline-Aware Task Dispatching and Scheduling in Edge Computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8941266/,,508
0,"M Farnbauer-Schmidt, J Lindner, C Kaffenberger…",Combining the Concepts of Semantic Data Integration and Edge Computing,2019,INFORMATIK 2019: 50 …,dl.gi.de,https://dl.gi.de/handle/20.500.12116/24965,,509
