Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,,
0,"M Jalasri, S Nalini, N Magesh Kumar…",Data Storage in the Fog Computing for Smart Environment Monitoring System (SEMS),2019,… of Computational and …,ingentaconnect.com,https://www.ingentaconnect.com/content/asp/jctn/2019/00000016/00000008/art00013,,577,,,
0,"JI Naser, HAG Alsalman…",AUTHENTICATION AND SECURE COMMUNICATIONS FOR INTERNET OF VEHICLES (IOV)-ASSISTED FOG COMPUTING,2019,… and Radio Engineering,dl.begellhouse.com,"http://www.dl.begellhouse.com/journals/0632a9d54950b268,184c344e05a1a7b5,4f3819ae5a16ac19.html",,578,,,
0,"F Dewanta, M Mambo",Bidding Price-Based Transaction: Trust Establishment for Vehicular Fog Computing Service in Rural Area,2019,… Conference on Pervasive Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8730830/,,579,,,
0,"M Vitali, X Peng, B Pernici",An Adaptive Monitoring Service Exploiting Data Correlations in Fog Computing,2019,… Conference on Service-Oriented Computing,Springer,https://link.springer.com/chapter/10.1007/978-3-030-33702-5_29,,580,,,
0,"H Kwon, C Hahn, K Kang, J Hur",Secure deduplication with reliable and revocable key management in fog computing,2019,Peer-to-Peer Networking and …,Springer,https://link.springer.com/article/10.1007/s12083-018-0682-9,,581,,,
0,"H Gebre-Amlak, AMA Jabbari, Y Chen…",Agile polymorphic software-defined fog computing platform for mobile wireless controllers and sensors,2019,… Journal of Internet …,inderscienceonline.com,https://www.inderscienceonline.com/doi/abs/10.1504/IJITST.2019.102798,,582,,,
0,R Gupta,Resource Provisioning and Scheduling Techniques of IoT Based Applications in Fog Computing,2019,International Journal of Fog Computing (IJFC),igi-global.com,https://www.igi-global.com/article/resource-provisioning-and-scheduling-techniques-of-iot-based-applications-in-fog-computing/228130,,583,,,
0,"S El Kafhali, C Chahir, M Hanini, K Salah",Architecture to manage Internet of Things Data using Blockchain and Fog Computing,2019,… on Big Data and Internet of …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3372938.3372970,,584,,,
0,"H Wang, L Wang, Z Zhou, X Tao, G Pau, F Arena",Blockchain-Based Resource Allocation Model in Fog Computing,2019,Applied Sciences,mdpi.com,https://www.mdpi.com/2076-3417/9/24/5538,,585,,,
0,"Y Imine, A Lounis, A Bouabdallah",An Efficient Accountable Privacy-Preserving Scheme for Public Information Sharing in Fog Computing,2019,2019 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9013502/,,587,,,
0,"H Xing, J Cui, Y Deng…",Energy-Efficient Proactive Caching for Fog Computing with Correlated Task Arrivals,2019,2019 IEEE 20th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8815493/,,588,,,
0,"S Varshney, R Sandhu, PK Gupta",QoS based Scheduling in Fog Computing Environment using AHP,2019,,Jaypee University of Information …,,,590,,,
0,"BV Bhausaheb, PS Saikrishna",Control Algorithms for a Mobile Robot Application in a Fog Computing Environment,2019,… of the 2019 3rd International Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3365265.3365283,,591,,,
0,"T Khalid, MAK Abbasi, M Zuraiz…",A survey on privacy and access control schemes in fog computing,2019,International Journal …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/dac.4181,,592,,,
0,"Z Hu, S Yan",Performance Analysis and Mode Selection in Fog Computing Based Cooperative Vehicular Networks,2019,2019 11th International Conference on Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8927866/,,593,,,
0,"SJ Yang, WL Lu",Design a Distributed Fog Computing Scheme to Enhance Processing Performance in Real-Time IoT Applications,2019,International Conference on e-Business Engineering,Springer,https://link.springer.com/chapter/10.1007/978-3-030-34986-8_7,,595,,,
1,"S Xu, Y Qian, RQ Hu",A Semi-Supervised Learning Approach for Network Anomaly Detection in Fog Computing,2019,ICC 2019-2019 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8761459/,"https://scholar.google.com/scholar?cites=13682244799507851430&as_sdt=2005&sciodt=0,5&hl=en",596,,,
0,"V Yadav, BV Natesha…",GA-PSO: Service Allocation in Fog Computing Environment Using Hybrid Bio-Inspired Algorithm,2019,TENCON 2019-2019 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8929234/,,597,,,
0,"W Rafiq, A Wahid, MA Shah, A Akhunzada",Internet Traffic Flow Analysis in Fog Computing: An Experimental Case Study,2019,Recent Trends and Advances …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-99966-1_8,,598,,,
0,"P Bellavista, L Foschini, N Ghiselli…",MQTT-based Middleware for Container Support in Fog Computing Environments,2019,2019 IEEE Symposium …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8969615/,,601,,,
0,EA Jalew,Fog Computing based traffic Safety for Connected Vulnerable Road Users,2019,,theses.fr,https://www.theses.fr/2019UBFCK057,,602,,,
0,"P Maiti, HK Apat, A Kumar, B Sahoo, AK Turuk",Deployment of Multi-Tier Fog Computing System for IoT Services in Smart City,2019,,dspace.nitrkl.ac.in,http://dspace.nitrkl.ac.in/dspace/handle/2080/3481,,603,,,
0,"Z Rejiba, X Masip-Bruin…",Computation Task Assignment in Vehicular Fog Computing: A Learning Approach via Neighbor Advice,2019,… on Network Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8935033/,,604,,,
0,"S Sarathambekai, T Vairam, A Dharani",Dynamic Traffic Light Scheduling for Emergency Vehicles Using Fog Computing,2019,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-24051-6_65,,605,,,
0,"M Engineer, R Tusha, A Shah…",Insight into the Importance of Fog Computing in Internet of Medical Things (IoMT),2019,… -efficient Computing and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8994985/,,606,,,
0,"M Sakina, H Sara, S kaleem Fatima, MM Ali",A Three Layer Privacy Preserving Secure Cloud Storage Based on Fog Computing,2019,International Journal of Research,,,,608,,,
0,"R Ma, J Liu, L Wu",Privacy-Enabled Secure Control of Fog Computing Aided Cyber-Physical Systems,2019,IECON 2019-45th Annual Conference of the …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8927690/,,609,,,
6,"K Cao, J Zhou, G Xu, T Wei, S Hu",Exploring Renewable-Adaptive Computation Offloading for Hierarchical QoS Optimization in Fog Computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8920129/,"https://scholar.google.com/scholar?cites=16867236992564785667&as_sdt=2005&sciodt=0,5&hl=en",611,,,
0,"AS Nery, ADC Sena…",An efficient pathfinding system in FPGA for edge/fog computing,2019,… and Utility Computing,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/5d85/c389ef15ac583b57c3aa34ef57d714b3434f.pdf,,612,,,
0,"KS Roy, HK Kalita",McEliece Cryptosystem based User Authentication Scheme in Fog Computing Environment,2019,Journal of Image Processing & …,computers.stmjournals.com,http://computers.stmjournals.com/index.php?journal=JoIPPRP&page=article&op=view&path%5B%5D=2049,,613,,,
0,GA Rolo,Improve the Performance of Industrial Agents using Fog Computing,2019,,run.unl.pt,https://run.unl.pt/handle/10362/93428,,614,,,
0,"RK Naha, S Garg",Multi-Criteria-based Dynamic User Behaviour Aware Resource Allocation in Fog Computing,2019,arXiv preprint arXiv:1912.08319,arxiv.org,https://arxiv.org/abs/1912.08319,,615,,,
0,"SA Bhavsar, KJ Modi",Design and Development of Framework for Platform Level Issues in Fog Computing,2019,International Journal of Electronics …,IGI Global,,,616,,,
0,"Y Meng, S Tu, J Yu, F Huang",Intelligent attack defense scheme based on DQL algorithm in mobile fog computing,2019,Journal of Visual Communication and Image …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1047320319302779,,617,,,
0,"AS Gowri, PS i Bala",An Agent based Resource Provision for IoT through Machine Learning in Fog Computing,2019,2019 IEEE International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8878821/,,618,,,
0,"S Sobhi, MA Ali, MF Abdelkader",Combining Fog Computing and LoRaWAN Technologies for Smart Cities Applications,2019,,econstor.eu,https://www.econstor.eu/handle/10419/201754,,619,,,
1,"BK Dar, MA Shah, SU Islam, C Maple…",Delay-Aware Accident Detection and Response System Using Fog Computing,2019,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8704214/,"https://scholar.google.com/scholar?cites=17930595888198773067&as_sdt=2005&sciodt=0,5&hl=en",620,,,
0,B Qin,Research and Application of Key Technologies for Fog Computing Based on Big Data,2019,IOP Conference Series: Earth and Environmental …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1755-1315/252/4/042079/meta,,621,,,
0,"AB Manju, S Sumathy",Demand-based incentive scheme for resource provisioning in fog computing using crowdsourcing,2019,Multiagent and Grid Systems,content.iospress.com,https://content.iospress.com/articles/multiagent-and-grid-systems/mgs190302,,622,,,
0,"B Qin, X Lin, F Zheng, X Chen…",Research and Application of Key Technology of NB-IoT Based on Fog Computing,2019,2019 IEEE 2nd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8989397/,,623,,,
0,"D Baburao, T Pavankumar…","Survey on Service Migration, load optimization and Load Balancing in Fog Computing Environment",2019,2019 IEEE 5th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9033579/,,624,,,
1,"K Zhou, J Wang",Trajectory Protection Scheme Based on Fog Computing and K-anonymity in IoT,2019,2019 20th Asia-Pacific Network Operations …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8893014/,"https://scholar.google.com/scholar?cites=8954385838486723846&as_sdt=2005&sciodt=0,5&hl=en",625,,,
0,"C Tang, S Xia, C Zhu, X Wei",Phase Timing Optimization for Smart Traffic Control Based on Fog Computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8746254/,,626,,,
1,"D Amaxilatis, C Tselios, O Akrivopoulos…","On the Design of a Fog Computing-Based, Driving Behaviour Monitoring Framework",2019,2019 IEEE 24th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8858432/,"https://scholar.google.com/scholar?cites=14667655880137074830&as_sdt=2005&sciodt=0,5&hl=en",627,,,
0,"A Kelati, IBEN DHAOU, A Kondoro…",IoT based Appliances Identification Techniques with Fog Computing for e-Health,2019,2019 IST-Africa …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8764818/,,628,,,
0,"N Abhishek, MDN Begum…",A MULTI_LAYER SECURE PROTECTIVE CLOUD STORAGE SCHEME SUPPORTED PROCESS INTELLIGENCE IN FOG COMPUTING,2019,… (IC-IREASM-2019),sdesconference.springer.co.in,https://sdesconference.springer.co.in/wp-content/uploads/2020/02/combinepdf-Shri-Dutta-conference-Book_compressed.pdf#page=145,,629,,,
0,"SL MIRTAHERI, HR SHIRZAD",Optimized Distributed Resource Management in Fog Computing by Using Ant-olony Optimization C,2019,Future Trends of HPC in a …,books.google.com,https://books.google.com/books?hl=en&lr=&id=Z--9DwAAQBAJ&oi=fnd&pg=PA206&dq=fog+computing&ots=k32SHG3Z3B&sig=UMBCB_w9rMXAWXX37fmxMYUYgco,,630,,,
0,"N Hayati, S Suryono, CE Widodo",Fog computing uses Radial Basis Function for Power Production Classification Solar Panel Electricity,2019,… Informatics and Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8985702/,,631,,,
0,"I Radovanović, I Popović",Detekcija rada PV sistema u urbanim sredinama bazirana na FOG computing arhitekturi,2019,Zbornik Međunarodne konferencije o …,izdanja.smeits.rs,https://izdanja.smeits.rs/index.php/mkoiee/article/download/5956/6168,,632,,,
0,T TESHOME,DESIGN AND DEVELOPMENT OF TASK SCHEDULING ALGORITHM FOR FOG COMPUTING ENVIRONMENT,2019,,nadre.ethernet.edu.et,https://nadre.ethernet.edu.et/record/4187/files/DESIGN%20AND%20DEVELOPMENT%20OF%20TASK%20SCHEDULING%20ALGORITHM%20FOR%20FOG%20COMPUTING%20ENVIRONMENT.pdf,,633,,,
0,"SR Sahith, SR Rudraraju, A Negi…",Mesh WSN Data Aggregation and Face Identification in Fog Computing Framework,2019,2019 13th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9047708/,,634,,,
0,T Aladwani,Scheduling IoT Healthcare Tasks in Fog Computing Based on their Importance,2019,Procedia Computer Science,Elsevier,https://www.sciencedirect.com/science/article/pii/S1877050919321775,,635,,,
0,"F Zhang, S Qi, H Yuan, M Zhang",Secure Data Deduplication with Resistance to Side-Channel Attacks via Fog Computing,2019,International Conference on Algorithms …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-38961-1_39,,636,,,
1,"FH Rahman, AYM Iqbal, SHS Newaz…",Street Parked Vehicles Based Vehicular Fog Computing: TCP Throughput Evaluation and Future Research Direction,2019,2019 21st …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8701912/,"https://scholar.google.com/scholar?cites=1777967692628785267&as_sdt=2005&sciodt=0,5&hl=en",637,,,
0,"M Maheswaran, T Yang, S Memon","A fog computing framework for autonomous driving assist: architecture, experiments, and challenges",2019,arXiv preprint arXiv:1907.09454,arxiv.org,https://arxiv.org/abs/1907.09454,,639,,,
0,"P Maiti, HK Apat, M Altowayti, S Sahoo…",QoS-aware Service Provisioning in Heterogeneous Fog computing supporting IoT Applications,2019,… on Vision Towards …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8899417/,,640,,,
0,L Liu,Multimedia intelligent fog computing scheme based on robust perception for complex networks,2019,Peer-to-Peer Networking and Applications,Springer,https://link.springer.com/article/10.1007/s12083-019-00729-z,,641,,,
0,"Z Rejiba, X Masip-Bruin…",A User-Centric Mobility Management Scheme for High-Density Fog Computing Deployments,2019,2019 28th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8847117/,,642,,,
0,"SRM Sekhar, SS Bysani, VP Kiranmai",Security and Privacy Issues in IoT: A Platform for Fog Computing,2019,The Rise of Fog Computing …,igi-global.com,https://www.igi-global.com/chapter/security-and-privacy-issues-in-iot/210711,,643,,,
0,"Z Fei, Y Wang, R Sun, Y Liu",Delay-Oriented Task Scheduling and Bandwidth Allocation in Fog Computing Networks,2019,2019 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9013494/,,644,,,
0,"B Nandita, M Anuradha",A Novel Approach for Privacy Preserving In Lane Surface Monitoring Using Fog Computing,2019,2019 Fifth International Conference …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8918836/,,646,,,
0,"Y Wang, J Xu, W Ji",A Feature-based Video Transmission Framework for Visual IoT in Fog Computing Systems,2019,2019 ACM/IEEE Symposium on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8901872/,,647,,,
1,"JP Martin, A Kandasamy, K Chandrasekaran",Unraveling the Challenges for the Application of Fog Computing in Different Realms: A Multifaceted Study,2019,… Intelligent Computing …,Springer,https://link.springer.com/chapter/10.1007/978-981-10-8797-4_49,"https://scholar.google.com/scholar?cites=10053742646528990485&as_sdt=2005&sciodt=0,5&hl=en",648,,,
0,"J Khoury, H Sami, H Safa…",On The Use of Software Defined Wireless Network in Vehicular Fog Computing Environments,2019,… & Mobile Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8766622/,,649,,,
0,"M Peng, J Zhang, S Han, Z Chen…",Guest editorial: Artificial intelligence-driven fog-computing-based radio access networks,2019,China …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8913724/,,650,,,
0,"M Fu, S Sun, K Ni, X Hou",Mobile Robot Object Recognition in The Internet of Things based on Fog Computing,2019,2019 Asia-Pacific Signal and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9023187/,,651,,,
0,"X Lin, B Qin, F Zheng, X Chen…",Application Research of NB-IoT Technology Based on Fog Computing in Intelligent Parking System,2019,2019 IEEE 3rd …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8984053/,,652,,,
0,"MA Hoque, R Hasan","Towards an Analysis of the Architecture, Security, and Privacy Issues in Vehicular Fog Computing",2019,Proceedings of IEEE Southeastcon,researchgate.net,https://www.researchgate.net/profile/Mohammad_Aminul_Hoque/publication/333148953_Towards_an_Analysis_of_the_Architecture_Security_and_Privacy_Issues_in_Vehicular_Fog_Computing/links/5cdda259458515712eb02ea4/Towards-an-Analysis-of-the-Architecture-Security-and-Privacy-Issues-in-Vehicular-Fog-Computing.pdf,,653,,,
2,"C Canali, R Lancellotti",GASP: Genetic Algorithms for Service Placement in Fog Computing Systems,2019,Algorithms,mdpi.com,https://www.mdpi.com/1999-4893/12/10/201,"https://scholar.google.com/scholar?cites=11517002774011633762&as_sdt=2005&sciodt=0,5&hl=en",654,,,
0,"M Xu, W Wang, M Zhang, K Cumanan…",Joint Optimization of Energy Consumption and Time Delay in Energy-Constrained Fog Computing Networks,2019,2019 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9013785/,,655,,,
0,"A Hudaib, L Albdour",Fog Computing to Serve the Internet of Things Applications: A Patient Monitoring System,2019,International Journal of Fog Computing (IJFC),IGI Global,,,657,,,
0,"L Incipini, A Belli, L Palma, R Concetti…",MIMIC: a Cybersecurity Threat Turns into a Fog Computing Agent for IoT Systems,2019,… on Information and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8756651/,,658,,,
1,"J Fei, M Xiaoping",Fog computing perception mechanism based on throughput rate constraint in intelligent Internet of Things,2019,Personal and Ubiquitous Computing,Springer,https://link.springer.com/article/10.1007/s00779-019-01200-9,"https://scholar.google.com/scholar?cites=14059101239564579321&as_sdt=2005&sciodt=0,5&hl=en",660,,,
1,"M Mukherjee, S Kumar…",Latency-driven Parallel Task Data Offloading in Fog Computing Networks for Industrial Applications,2019,IEEE Transactions …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8918450/,"https://scholar.google.com/scholar?cites=15578404016618408075&as_sdt=2005&sciodt=0,5&hl=en",661,,,
0,"A Omar, B Imen, S M'hammed…",Deployment of Fog Computing Platform for Cyber Physical Production System Based on Docker Technology,2019,2019 International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8934949/,,662,,,
0,R Sherlekar,Fog Computing Provisioned Data Distribution for Smart Manufacturing: Design & Implementation.,2019,,repository.lib.ncsu.edu,https://repository.lib.ncsu.edu/bitstream/handle/1840.20/36703/etd.pdf?sequence=1,,663,,,
1,"E Sopin, K Samouylov, S Shorgin",The analysis of the computation offloading scheme with two-parameter offloading criterion in fog computing,2019,… on Internet and Distributed Computing …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-34914-1_2,"https://scholar.google.com/scholar?cites=17207332517154359852&as_sdt=2005&sciodt=0,5&hl=en",664,,,
0,"A Alzeyadi, N Farzaneh",A Novel Energy-aware Scheduling and Load-balancing Technique based on Fog Computing,2019,2019 9th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8964946/,,665,,,
2,"KH Abdulkareem, MA Mohammed…","A Review of Fog Computing and Machine Learning: Concepts, Applications, Challenges, and Open Issues",2019,IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8869895/,"https://scholar.google.com/scholar?cites=9124859377512831289&as_sdt=2005&sciodt=0,5&hl=en",666,,,
0,S Niknamian,"Meta-Analysis Review of Efficient Mechanisms for Resource, Energy, and Data Management in Fog Computing.",2019,IUP Journal of Computer Sciences,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09739904&AN=139925815&h=vr0FC8SD%2FttjxuMpy2xsbxJDbrTRIBFeK%2BhLwnmmNQVFtvk%2Fi5%2BqSwruiMwlKk230pyjkI%2BrMk7FTTmZKUFijQ%3D%3D&crl=c,,667,,,
0,"I Lera, C Guerrero, C Juiz",Analyzing the Applicability of a Multi-Criteria Decision Method in Fog Computing Placement Problem,2019,… Fog and Mobile Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8795361/,,668,,,
1,"MM Hussain, MMS Beg",Using Vehicles as Fog Infrastructures for Transportation Cyber-Physical Systems (T-CPS): Fog Computing for Vehicular Networks,2019,International Journal of Software Science …,igi-global.com,https://www.igi-global.com/article/using-vehicles-as-fog-infrastructures-for-transportation-cyber-physical-systems-t-cps/227736,"https://scholar.google.com/scholar?cites=12294181120783332086&as_sdt=2005&sciodt=0,5&hl=en",669,,,
0,"Y Li, Z Chen",Model of Wireless Gas Sensors for Condition Monitoring of Electrical Transformers Based on Fog computing,2019,2018 7th International Conference on Sustainable …,atlantis-press.com,https://www.atlantis-press.com/proceedings/icseee-18/55911278,,670,,,
1,"DY Kim, S Kim",A Data Download Method from RSUs Using Fog Computing in Connected Vehicles,2019,CMC-COMPUTERS MATERIALS & …,tsp.techscience.com,http://tsp.techscience.com/uploads/attached/file/20190425/20190425055136_82861.pdf,"https://scholar.google.com/scholar?cites=8779637284015462695&as_sdt=2005&sciodt=0,5&hl=en",671,,,
0,"M Symeonides, D Trihinas",A study on speculative task scheduling for apache spark in fog computing realms,2019,Proceedings of the 23rd Pan-Hellenic …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3368640.3368660,,672,,,
0,HK Apat,An Optimal Task Scheduling Towards Minimized Cost and Response Time in Fog Computing Infrastructure,2019,2019 International Conference on Information …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9031944/,,673,,,
1,"Z Li, Y Liu, R Xin, L Gao, X Ding…",A Dynamic Game Model for Resource Allocation in Fog Computing for Ubiquitous Smart Grid,2019,2019 28th Wireless and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8770573/,"https://scholar.google.com/scholar?cites=3830486167999621047&as_sdt=2005&sciodt=0,5&hl=en",674,,,
0,"M Pourkiani, M Abedi…",Improving the Quality of Service in WBSN Based Healthcare Applications by Using Fog Computing,2019,… Conference on Information …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8938448/,,675,,,
0,"B Confais, B Parrein, A Lebre",Data Location Management Protocol for Object Stores in a Fog Computing Infrastructure,2019,IEEE Transactions on Network …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8766880/,,677,,,
0,S Mufassir,REVIEW ON PRIVACY AND SECURITY ISSUE IN E-HEALTH CARE OVER FOG COMPUTING SYSTEM.,2019,Journal of the Gujarat Research Society,gujaratresearchsociety.in,http://gujaratresearchsociety.in/index.php/JGRS/article/view/2128,,678,,,
0,Y Zhang,Latency-aware Job Dispatching in Fog-cloud Computing Systems,2019,,prism.ucalgary.ca,https://prism.ucalgary.ca/handle/1880/111313,,681,,,
0,"MC Meyer, Y Wang, T Watanabe",Wavelength-Selective Fog-Computing Network for Big-Data Analytics of Wireless Data,2019,… International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8706464/,,682,,,
0,"X Wei, L Wu",A New Proposed Sensor Cloud Architecture Based on Fog Computing for Internet of Things,2019,… of Things (iThings) and IEEE Green Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8875466/,,683,,,
0,"A Dey, MN Newaz",Designing an automatic workplace recommendation system for garment workers using fog computing,2019,"… on Advances in Science, Engineering and …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8934631/,,684,,,
0,"N Eya, G Oguntala…",Investigation on FOG Computing for 5G-Enabled Software Defined Multicast Networks,2019,EAI Endorsed Transactions …,researchgate.net,https://www.researchgate.net/profile/George_Oguntala/publication/335595241_Investigation_on_FOG_Computing_for_5G-_Enabled_Software_Defined_Multicast_Networks/links/5dd8213a92851c1feda73fd6/Investigation-on-FOG-Computing-for-5G-Enabled-Software-Defined-Multicast-Networks.pdf,,685,,,
1,"V Veillon, C Denninnart…",F-FDN: Federation of Fog Computing Systems for Low Latency Video Streaming,2019,… Fog and Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8733154/,"https://scholar.google.com/scholar?cites=1902875766629319834&as_sdt=2005&sciodt=0,5&hl=en",686,,,
1,"RS Segall, JS Cook, G Niu",Overview of Big Data-Intensive Storage and its Technologies for Cloud and Fog Computing,2019,International Journal of Fog Computing (IJFC …,IGI Global,,"https://scholar.google.com/scholar?cites=17524545244289367338&as_sdt=2005&sciodt=0,5&hl=en",687,,,
0,"G Rigazzi, JP Kainulainen…",An Edge and Fog Computing Platform for Effective Deployment of 360 Video Applications,2019,2019 IEEE Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8902860/,,688,,,
2,D Linthicum,Edge computing vs. fog computing: Definitions and enterprise uses.[Online] Cisco,2019,,,,"https://scholar.google.com/scholar?cites=7624658985182361784&as_sdt=2005&sciodt=0,5&hl=en",690,,,
2,"M Mukherjee, S Kumar, Q Zhang, R Matam…",Task Data Offloading and Resource Allocation in Fog Computing With Multi-Task Delay Guarantee,2019,Ieee …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8839780/,"https://scholar.google.com/scholar?cites=9151392758953942790&as_sdt=2005&sciodt=0,5&hl=en",691,,,
0,"Y Chen, Y Wang, D Gong",Fog computing support scheme based on fusion of location service and privacy preservation for QoS enhancement,2019,Peer-to-Peer Networking and Applications,Springer,https://link.springer.com/article/10.1007/s12083-019-00722-6,,692,,,
1,"P Wiener, P Zehnder, D Riemer",Towards Context-Aware and Dynamic Management of Stream Processing Pipelines for Fog Computing,2019,… on Fog and Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8733145/,"https://scholar.google.com/scholar?cites=11389245514708242180&as_sdt=2005&sciodt=0,5&hl=en",694,,,
0,"N Kumar, A Mondal",Work-in-Progress: Pricing Mechanism and Workload Scheduling to Optimize Social Welfare and Cost for Fog Computing Systems,2019,2019 IEEE Real-Time Systems …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9052185/,,695,,,
1,"Z Zhou, H Liao, B Gu, S Mumtaz…",Resource Sharing and Task Offloading in IoT Fog Computing: A Contract-Learning Approach,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8887222/,"https://scholar.google.com/scholar?cites=2044891258098760192&as_sdt=2005&sciodt=0,5&hl=en",697,,,
6,"G Merlino, R Dautov, S Distefano…","Enabling Workload Engineering in Edge, Fog, and Cloud Computing through OpenStack-based Middleware",2019,ACM Transactions on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3309705,"https://scholar.google.com/scholar?cites=11727081232051357380&as_sdt=2005&sciodt=0,5&hl=en",698,,,
2,"C Wu, L Wang",A Deadline-Aware Estimation of Distribution Algorithm for Resource Scheduling in Fog Computing Systems,2019,2019 IEEE Congress on Evolutionary …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8790305/,"https://scholar.google.com/scholar?cites=17507545867945105431&as_sdt=2005&sciodt=0,5&hl=en",700,,,
1,"F Chiti, R Fantacci, F Paganelli…",Virtual Functions Placement With Time Constraints in Fog Computing: A Matching Theory Perspective,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8721098/,"https://scholar.google.com/scholar?cites=7911181739925250646&as_sdt=2005&sciodt=0,5&hl=en",702,,,
0,"WC Yeh, CM Lai, JY Tsai",Simplified swarm optimization for optimal deployment of fog computing system of industry 4.0 smart factory,2019,Journal of Physics: Conference Series,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1742-6596/1411/1/012005/meta,,703,,,
