Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,
0,"S Chen, X Chen, Y Chen, Z Li",Distributed Computation Offloading Based on Stochastic Game in Multi-server Mobile Edge Computing Networks,2019,2019 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8896579/,,580,1,"With the popularity of the Internet of things (IoT), 5G technology needs to meet various requirements of a large number of IoT applications. Mobile edge computing (MEC) is a promising approach in 5G scenario, which can solve the problems of resource shortage and …"
1,"H Chen, M Liu, Y Wang, W Fang, Y Ding",A Markov Approximation Algorithm for Computation Offloading and Resource Scheduling in Mobile Edge Computing,2019,Cyberspace Data and …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-1925-3_1,"https://scholar.google.com/scholar?cites=18346663724051241308&as_sdt=2005&sciodt=0,5&hl=en",581,1,"Mobile edge computing has become a key technology in IoT and 5G networks, which provides cloud-computing services in the edge of the mobile access network to realize the flexible use of computing and storage resources. While most existing research focuses on …"
1,"E Gyamfi, JA Ansere, L Xu",ECC Based Lightweight Cybersecurity Solution For IoT Networks Utilising Multi-Access Mobile Edge Computing,2019,… Fog and Mobile Edge Computing …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8795315/,"https://scholar.google.com/scholar?cites=1956626402452090984&as_sdt=2005&sciodt=0,5&hl=en",582,1,"The Security of the Internet of Things (IoT) has gained great attention recently due to the increased cyber-threats in those systems. IoT technologies have many use cases and real-life applications and the IoT devices have been widely produced by industries. However, the …"
0,"Q Wei, F Wei, H Ge, A Feng, Y Wang…",Computational offloading Strategy based on Dynamic Particle Swarm for Multi-User Mobile Edge Computing,2019,2019 IEEE Symposium …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9002994/,,583,1,"With the development of the Internet of Things, the number of existing mobile terminals is increasing, more and more data need to be processed, and the requirements for performance and computational analysis capabilities of mobile terminals are getting higher …"
0,"DC Nguyen, PN Pathirana, M Ding…",Blockchain as a Service for Multi-Access Edge Computing: A Deep Reinforcement Learning Approach,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2001.08165,,584,1,"Recently, blockchain has gained momentum in the academic community thanks to its decentralization, immutability, transparency and security. As an emerging paradigm, Multi-access Edge Computing (MEC) has been widely used to provide computation and storage …"
0,"J Liu, S Wang, J Wang, C Liu, Y Yan",A Task Oriented Computation Offloading Algorithm for Intelligent Vehicle Network with Mobile Edge Computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8930468/,,585,1,"With the rise of intelligent and connected vehicles (ICVs), new vehicle applications continue to emerge, while the computing capability of vehicles remains limited. Mobile edge computing (MEC) is considered to be the most effective technique for mitigating vehicle …"
0,"B Huang, Y Li, Z Li, L Pan, S Wang, Y Xu…",Security and Cost-Aware Computation Offloading via Deep Reinforcement Learning in Mobile Edge Computing,2019,… and Mobile Computing,hindawi.com,https://www.hindawi.com/journals/wcmc/2019/3816237/abs/,,586,1,"With the explosive growth of mobile applications, mobile devices need to be equipped with abundant resources to process massive and complex mobile applications. However, mobile devices are usually resource-constrained due to their physical size. Fortunately, mobile …"
0,"CA Shen, DY Lee, CA Ku, MW Lin…",A Programmable and FPGA-accelerated GTP Offloading Engine for Mobile Edge Computing in 5G Networks,2019,IEEE INFOCOM 2019 …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8845143/,,587,1,"This poster presents a programmable and FPGA-accelerated packet processing engine, performing the encapsulation and decapsulation of GPRS Tunneling Protocol (GTP) packets, for Mobile Edge Computing in 5G Networks. The proposed engine is designed by …"
2,"A Ebrahimzadeh, M Maier",Distributed cooperative computation offloading in multi-access edge computing fiber–wireless networks,2019,Optics Communications,Elsevier,https://www.sciencedirect.com/science/article/pii/S0030401819305693,"https://scholar.google.com/scholar?cites=18104186797142757852&as_sdt=2005&sciodt=0,5&hl=en",588,1,"Novel 5G applications will require the processing of large amounts of computation-intensive, delay-sensitive tasks. Mobile devices, however, are subject to limited hardware resources (eg, battery life, CPU, and storage) and therefore may fall short of satisfying the stringent …"
0,"Y Wang, X Tao, YT Hou, P Zhang",Effective Capacity-Based Resource Allocation in Mobile Edge Computing With Two-Stage Tandem Queues,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8730421/,,589,1,"In the mobile edge computing (MEC) network, the applications of devices can be offloaded to the MEC server via the wireless link and then processed through the computation resource, to satisfy the computation and latency demand. Thus, a two-stage tandem queue …"
0,"G Valecce, S Strazzella, LA Grieco","On the Interplay Between 5G, Mobile Edge Computing and Robotics in Smart Agriculture Scenarios",2019,… Conference on Ad-Hoc Networks and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-31831-4_38,,590,1,The relentless growth of the human population over the time is driving an exceptional rise in food demand. Improving the efficiency of farming processes is the only way to face the so called Malthusian catastrophe. This objective could be pursued by automating production …
2,"H Wu, X Lyu, H Tian",Online Optimization of Wireless Powered Mobile-Edge Computing for Heterogeneous Industrial Internet of Things,2019,IEEE Internet of Things Journal,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8787580/,"https://scholar.google.com/scholar?cites=3919543175849866202&as_sdt=2005&sciodt=0,5&hl=en",591,1,A spurt of progress in wireless power transfer (WPT) and mobile edge computing (MEC) provides a promising approach for Industrial Internet of Things (IIoT) to enhance the quality and productivity of manufacturing. Scheduling in such a scenario is challenging due to …
1,"J Yan, N Li, Z Zhang, AX Liu, JF Martinez…",Game Theory based Joint Task Offloading and Resources Allocation Algorithm for Mobile Edge Computing,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1912.07599,"https://scholar.google.com/scholar?cites=18143662529125612094&as_sdt=2005&sciodt=0,5&hl=en",592,1,"Mobile edge computing (MEC) has emerged for reducing energy consumption and latency by allowing mobile users to offload computationally intensive tasks to the MEC server. Due to the spectrum reuse in small cell network, the inter-cell interference has a great effect on …"
2,"S Guo, X Hu, G Dong, W Li…",Mobile edge computing resource allocation: A joint Stackelberg game and matching strategy,2019,International Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/1550147719861556,"https://scholar.google.com/scholar?cites=2543659511883514319&as_sdt=2005&sciodt=0,5&hl=en",593,1,"Mobile edge computing has attracted great interests in the popularity of fifth-generation (5G) networks and Internet of Things. It aims to supply low-latency and high-interaction services for delay-sensitive applications. Utilizing mobile edge computing with Smart Home, which is …"
0,"K Chen, G Shen, S Jie, B Jiang, SK Bose",Availability-Guaranteed Slice Provisioning in Wireless-Optical Broadband Access Networks Supporting Mobile Edge Computing,2019,International IFIP Conference …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-38085-4_7,,594,1,"A wireless-optical broadband access network (WOBAN) shows promise as potential 5G access infrastructure. Since network slicing allows efficient sharing of physical network resources, we consider the provisioning of availability-guaranteed slices in a WOBAN …"
2,"W Wen, Y Fu, TQS Quek, FC Zheng…","Joint Uplink/Downlink Sub-Channel, Bit and Time Allocation for Multi-Access Edge Computing",2019,IEEE Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8758187/,"https://scholar.google.com/scholar?cites=5648069226608451703&as_sdt=2005&sciodt=0,5&hl=en",595,1,"We consider an orthogonal frequency division multiple access (OFDMA)-based Multi-access Edge Computing (MEC) system, consisting of one serving node and multiple users each with an inelastic computation task of a non-negligible task processing duration and a non …"
0,"JJA Rasanen, P Kuure","Methods, apparatuses and computer program product for improved service continuity with mobile edge computing",2019,"US Patent App. 16/071,773",Google Patents,https://patents.google.com/patent/US20190028934A1/en,,596,1,"There are provided measures for improved service continuity with mobile edge computing. Such measures exemplarily comprise detecting a handover of a communication endpoint from a first gateway to a second gateway, determining, whether an ongoing mobile edge …"
2,"K Peng, M Zhu, Y Zhang, L Liu, J Zhang…",An energy-and cost-aware computation offloading method for workflow applications in mobile edge computing,2019,EURASIP Journal on …,Springer,https://link.springer.com/article/10.1186/s13638-019-1526-x,"https://scholar.google.com/scholar?cites=15538059923043313171&as_sdt=2005&sciodt=0,5&hl=en",597,1,Mobile edge computing is becoming a promising computing architecture to overcome the resource limitation of mobile devices and bandwidth bottleneck of the core networks in mobile cloud computing. Although offloading applications to the cloud can extend the …
2,"D Wu, F Wang, X Cao, J Xu",Joint Communication and Computation Optimization for Wireless Powered Mobile Edge Computing with D2D Offloading,2019,arXiv preprint arXiv:1910.14274,arxiv.org,https://arxiv.org/abs/1910.14274,"https://scholar.google.com/scholar?cites=12453448772703512603&as_sdt=2005&sciodt=0,5&hl=en",598,1,"This paper studies a wireless powered mobile edge computing (MEC) system with device-to-device (D2D)-enabled task offloading. In this system, a set of distributed multi-antenna energy transmitters (ETs) use collaborative energy beamforming to wirelessly charge …"
0,"A Keivani, F Ghayoor, JR Tapamo",Collaborative Mobile Edge Computing in eV2X: A Solution for Low-Cost Driver Assistance Systems,2019,Wireless Personal Communications,Springer,https://link.springer.com/article/10.1007/s11277-019-06401-2,,599,1,"Collision avoidance systems are of great importance in advanced driver assistance systems (ADAS) to increase the level of safety. However, as a result of their excessive costs, are not considered as a feature in lower-end vehicles. The concept of vehicular communication has …"
0,"S He, T Wang, S Wang",Mobility-driven user-centric AP clustering in mobile edge computing based ultra dense networks,2019,Digital Communications and Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352864819300823,,601,1,"Abstract Ultra Dense Network (UDN) has been envisioned as a promising technology to provide high quality wireless connectivity in dense urban areas, in which the density of Access Points (APs) is increased up to the point where it is comparable with or surpasses …"
1,"Y Wang, Y Zhang, M Sheng…",On the Interaction of Video Caching and Retrieving in Multi-Server Mobile-Edge Computing Systems,2019,IEEE Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8733809/,"https://scholar.google.com/scholar?cites=2615250506063195352&as_sdt=2005&sciodt=0,5&hl=en",602,1,"Mobile-edge computing (MEC) could support edge caching and processing for video service, which essentially changes “cache and transmit” mechanism and provides another video retrieval mode. However, existing caching policies are usually inefficient, mainly due …"
0,"I Alghamdi, C Anagnostopoulos, DP Pezaros",Delay-Tolerant Sequential Decision Making for Task Offloading in Mobile Edge Computing Environments,2019,Information,mdpi.com,https://www.mdpi.com/2078-2489/10/10/312,,603,1,"In recent years, there has been a significant increase in the use of mobile devices and their applications. Meanwhile, cloud computing has been considered as the latest generation of computing infrastructure. There has also been a transformation in cloud computing ideas …"
0,"C Li, M Song, H Tang, Y Luo",Offloading and system resource allocation optimization in TDMA based wireless powered mobile edge computing,2019,Journal of Systems Architecture,Elsevier,https://www.sciencedirect.com/science/article/pii/S1383762118305356,,604,1,"In this paper, a wireless powered mobile edge computing (WP-MEC) system is considered, in which a hybrid access point integrated with MEC servers can charge N wireless devices (WDs) by broadcasting radio-frequency signals, and the time division multiple access …"
0,"D Wang, J Zhao",Computation Offloading and Resource Allocation in Mobile Edge Computing via Reinforcement Learning,2019,2019 11th International Conference on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8927985/,,605,1,This paper considers the computation offloading and resource allocation for system sum cost minimization in a mobile edge computing (MEC) network. The computation offloading decision of the user equipments (UEs) can be made through wireless link to access the MEC …
3,"WA Egner, LB Quinn",Method and apparatus for optimized access of security credentials via mobile edge-computing systems,2019,"US Patent 10,452,824",Google Patents,https://patents.google.com/patent/US10452824B2/en,"https://scholar.google.com/scholar?cites=11797534720031737367&as_sdt=2005&sciodt=0,5&hl=en",606,1,"A method for secure access to a mobile edge-computing system device based on a subscriber location fingerprint may comprise receiving a request to access the mobile edge-computing system, a first personal authorization credential record, and an encrypted token …"
0,"P Wang, Z Zheng, B Di, L Song",Joint Task Assignment and Resource Allocation in the Heterogeneous Multi-Layer Mobile Edge Computing Networks,2019,2019 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9014309/,,607,1,"Driven by great demands on low-latency services of the edge devices (EDs), mobile edge computing~(MEC) has been proposed to enable the computing capacities at the edge of the radio access network. However, conventional MEC servers suffer some disadvantages of …"
0,"J He, D Zhang, Y Zhou, Y Zhang",An Online Computation Offloading Mechanism for Mobile Edge Computing in Ultra-Dense Small Cell Networks,2019,2019 IEEE SmartWorld …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9060279/,,608,1,Combining the ultra-dense deployment of small-cell base stations (SBSs) and mobile edge computing (MEC) will largely enhance network capacity and provide low-latency computing services for various resource-hungry mobile applications in the future 5G networks …
0,"HS Choi, H Yu, EY Lee",Latency-Classification-Based Deadline-Aware Task Offloading Algorithm in Mobile Edge Computing Environments,2019,Applied Sciences,mdpi.com,https://www.mdpi.com/2076-3417/9/21/4696,,609,1,"In this study, we consider an edge cloud server in which a lightweight server is placed near a user device for the rapid processing and storage of large amounts of data. For the edge cloud server, we propose a latency classification algorithm based on deadlines and urgency …"
2,"C Liu, K Li, J Liang, K Li",COOPER-SCHED: A Cooperative Scheduling Framework for Mobile Edge Computing with Expected Deadline Guarantee,2019,IEEE Transactions on Parallel and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8733102/,"https://scholar.google.com/scholar?cites=8008700142187764733&as_sdt=2005&sciodt=0,5&hl=en",610,1,"While mobile edge computing (MEC) holds promise to enhance users' mobile experiences, building a scheduling framework to make full use of MEC capabilities is challenging. When involving quality of service (QoS) in MEC, the problem becomes even harder. In this work …"
2,"P Wang, Z Zheng, B Di, L Song",HetMEC: Latency-Optimal Task Assignment and Resource Allocation for Heterogeneous Multi-Layer Mobile Edge Computing,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8789664/,"https://scholar.google.com/scholar?cites=16317605032005743679&as_sdt=2005&sciodt=0,5&hl=en",611,1,"Driven by great demands on low-latency services of the edge devices (EDs), mobile edge computing (MEC) has been proposed to enable the computing capacities at the edge of the radio access network. However, conventional MEC servers suffer some disadvantages such …"
1,"R Kobayashi, K Adachi",Radio and Computing Resource Allocation for Minimizing Total Processing Completion Time in Mobile Edge Computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8851138/,"https://scholar.google.com/scholar?cites=12888369492041965849&as_sdt=2005&sciodt=0,5&hl=en",612,1,"Due to explosive growth in mobile applications and services with different requirements, the concept of mobile edge computing (MEC) has emerged. For MEC, a mobile user (MU) and a MEC server need to exchange tasks using limited radio resources. Furthermore, when …"
0,"Q Jia, R Xie, H Lu, W Zheng…","Joint Optimization Scheme for Caching, Transcoding and Bandwidth in 5G Networks with Mobile Edge Computing",2019,2019 IEEE 5th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9064219/,,614,1,"Mobile Edge Computing (MEC) and Dynamic Adaptive Streaming over HTTP (DASH) have been considered as two promising technologies in 5G mobile networks. Although some works have been done for MEC and DASH in 5G mobile networks, to the best of our …"
0,"Y Zhang, W Xia, F Yan, H Cheng, L Shen",Multi-agent Reinforcement Learning for Joint Wireless and Computational Resource Allocation in Mobile Edge Computing System,2019,International Conference on Ad …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-37262-0_12,,615,1,"Mobile edge computing (MEC) is a new paradigm to provide computing capabilities at the edge of pervasive radio access networks in close proximity to intelligent terminals. In this paper, a resource allocation strategy based on the variable learning rate multi-agent …"
0,"Y Liu, J Ling, G Shou, HS Seah…",Augmented reality based on the integration of mobile edge computing and fiber-wireless access networks,2019,… Workshop on Advanced …,spiedigitallibrary.org,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11049/110490M/Augmented-reality-based-on-the-integration-of-mobile-edge-computing/10.1117/12.2521231.short,,616,1,Fiber-wireless (FiWi) access networks are typical hybrid access technologies that combine the high bandwidth of optical access and the flexibility and ubiquitous coverage of wireless access. Mobile edge computing (MEC) provides low latency services and cloud computing …
0,"DP Rajendiran, M Moh",Adaptive Hierarchical Cache Management for Cloud RAN and Multi-access Edge Computing in 5G Networks,2019,International Conference on Ubiquitous …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-19063-7_20,,618,1,"Abstract Cloud Radio Access Networks (CRAN) and Multi-Access Edge Computing (MEC) are two vital technologies proposed for 5G mobile networks. CRAN utilizes the cloud model on top of the traditional RAN, thus provides scalability, flexibility, and improved resource …"
0,"X Zhou, J Zhang, J Wan, L Zhou, Z Wei, J Zhang",Scheduling-Efficient Framework for Neural Network on Heterogeneous Distributed Systems and Mobile Edge Computing Systems,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8908789/,,619,1,"As the volume of machine learning training data sets and the quantity of model parameters continue to grow, the pattern in which machine learning models are trained alone can no longer accommodate large-scale data environments. However, distributed systems and …"
0,"J Hu, C Liu, K Li, K Li",Game-Based Multi-MD with QoS Computation Offloading for Mobile Edge Computing of Limited Computation Capacity,2019,IFIP International Conference on Network and …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-30709-7_2,,620,1,"Mobile edge computing (MEC) is becoming a promising paradigm of providing cloud computing capabilities to the edge network, which can serve mobile devices (MDs) with computation-intensive and delay-sensitive tasks. Facing with high requirements of many …"
0,"N Kiran, C Pan, S Wang, C Yin",Joint resource allocation and computation offloading in mobile edge computing for SDN based wireless networks,2019,Journal of Communications …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8854270/,,621,1,The rapid growth of the internet usage and the distributed computing resources of edge devices create a necessity to have a reasonable controller to ensure efficient utilization of distributed computing resources in mobile edge computing (MEC). We envision the future …
0,"X Chen, H Xu, L Huang",Online Scheduling Strategy to Minimize Penalty of Tardiness for Real-Time Tasks in Mobile Edge Computing Systems,2019,Proceedings of the 2019 4th International …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3335484.3335537,,622,1,"With the coming of big data era and 5G era, many tasks have higher and higher requirement for the latency and data, traditional cloud computing paradigm is gradually unable to handle such real-time scenarios with large number of tasks, tremendous data volume and high …"
1,"M El Ghmary, T Chanyour, Y Hmimz…",Efficient multi-task offloading with energy and computational resources optimization in a mobile edge computing node.,2019,… Journal of Electrical …,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=20888708&AN=137918286&h=2wc%2FX%2FosvA%2FrY%2ByE82SpukGUT8LqZ%2FRknSr1JnW44NHe29srkiw6UQy5mviJE%2BaCPerMJNbL6Cw7pJWKAd0AOQ%3D%3D&crl=c,"https://scholar.google.com/scholar?cites=9467809146603745316&as_sdt=2005&sciodt=0,5&hl=en",623,1,"With the fifth-generation (5G) networks, Mobile edge computing (MEC) is a promising paradigm to provide near computing and storage capabilities to smart mobile devices. In addition, mobile devices are most of the time battery dependent and energy constrained …"
0,"JH Park, V Piuri, HH Chen, Y Pan",Guest Editorial Special Issue on Advanced Computational Technologies in Mobile Edge Computing for the Internet of Things,2019,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8738944/,,624,1,"Nowadays, for different purposes and contexts, we interact with a lot of different smart devices in our daily lives. Most of these devices are connected to the Internet and are therefore commonly referred to as the Internet of Things (IoT). Mobile edge computing (MEC) …"
1,"Y Liu, K Xiong, Q Ni, P Fan…","UAV-assisted Wireless Powered Cooperative Mobile Edge Computing: Joint Offloading, CPU Control and Trajectory Optimization",2019,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8937793/,"https://scholar.google.com/scholar?cites=6046557841729473471&as_sdt=2005&sciodt=0,5&hl=en",625,1,"This paper investigates the UAV-enabled wireless powered cooperative mobile edge computing (MEC) system, where a UAV installed with an energy transmitter (ET) and an MEC server provides both energy and computing services to sensor devices (SDs). The …"
2,"J Yan, S Bi, YJA Zhang, M Tao",Optimal Task Offloading and Resource Allocation in Mobile-Edge Computing with Inter-user Task Dependency,2019,IEEE Transactions on Wireless …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8854339/,"https://scholar.google.com/scholar?cites=3225998660777650963&as_sdt=2005&sciodt=0,5&hl=en",626,1,"Mobile-edge computing (MEC) has recently emerged as a cost-effective paradigm to enhance the computing capability of hardware-constrained wireless devices (WDs). In this paper, we first consider a two-user MEC network, where each WD has a sequence of tasks …"
0,"X Shao, G Hasegawa, N Kamiyama…",Joint Optimization of Computing Resources and Data Allocation for Mobile Edge Computing (MEC): An Online Approach,2019,2019 28th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8847046/,,627,1,"In recent years, the rapid development of cloud computing, networking, and mobile computing have substantially promoted mobile edge computing (MEC). Currently, most of the MEC services can be roughly divided into two categories: computation offloading to …"
0,"M Murata, J Kaneda",Service Function Reallocation Method for Low-latency Video Live Streaming in Multi-access Edge Computing,2019,,anarg.jp,https://www.anarg.jp/achievements/annual_report/web2018/paper/j-kaneda18mastersthesis-FunctionReallocationMec.pdf,,628,1,"In recent years, with the progress of IoT (Internet of Things), many new applications and services that process data at remote base have appeared. In such new services, it is important to reduce application-level delays, ie end-to-end delays experienced by the users …"
0,"Y Sun, G Yang, XS Zhou",Online Intelligent Resource Management for Power-Delay Tradeoff in Backhaul-Limited Mobile Edge Computing Systems,2019,"… & Big Data Computing, Internet of …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9060139/,,629,1,"Mobile edge computing (MEC) has emerged as a promising paradigm to enhance the quality of experience for mobile device users, as it can offload computation intensive tasks from mobile devices to edge clouds. Nevertheless, task offloading also incurs additional …"
0,"Y Ding, C Liu, K Li, Z Tang, K Li",Task Offloading and Service Migration Strategies for User Equipments with Mobility Consideration in Mobile Edge Computing,2019,… IEEE Intl Conf on Parallel & …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9047371/,,630,1,"Recently, a great number of works have focused on task offloading optimization in mobile edge computing (MEC). However, rare works involve user equipment (UE) mobility. When involving mobility in MEC, the problem becomes even harder. Even a slight movement of UE …"
1,"S Mao, S Leng, S Maharjan…",Energy Efficiency and Delay Tradeoff for Wireless Powered Mobile-Edge Computing Systems with Multi-Access Schemes,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8937028/,"https://scholar.google.com/scholar?cites=6783347357299124115&as_sdt=2005&sciodt=0,5&hl=en",631,1,The integration of Mobile-edge Computing (MEC) and Wireless Energy Transfer (WET) has been recognized as a promising technique to enhance computation capability and to prolong battery lifetime of resource-constrained wireless devices in the Internet of Things …
0,"Y Ding, C Liu, X Zhou, Z Liu…",A Code-Oriented Partitioning Computation Offloading Strategy for Multiple Users and Multiple Mobile Edge Computing Servers,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8891795/,,632,1,"In this paper, we investigate code-oriented partitioning computation offloading strategy for multiple user equipments (UEs) and multiple mobile edge computing (MEC) servers with limited resources (ie, limited computing power and waiting task queues with finite capacity) …"
0,"HS Park, JW Ahn, H Oh",Method and system for deploying dynamic virtual object for reducing power in mobile edge computing environment,2019,"US Patent App. 15/950,424",Google Patents,https://patents.google.com/patent/US20190243438A1/en,,633,1,Disclosed herein are a method and system for dynamically deploying a virtual object for reducing power in a mobile edge computing environment. The method of dynamically deploying a virtual object may include measuring the popularity of each mobile edge …
0,"T Liu, S Sheng, L Fang, Y Zhang…",Latency-Minimized and Energy-Efficient Online Task Offloading for Mobile Edge Computing with Stochastic Heterogeneous Tasks,2019,2019 IEEE 25th …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8975727/,,634,1,"Mobile edge computing (MEC) is a promising paradigm to meet the low latency requirement of applications like virtual/augmented reality, which moves computation workloads from remote cloud to network edge. Task offloading is a crucial problem in a MEC system, which …"
0,"S Prakash, S Dhakal, Y Yona…",TECHNOLOGIES FOR DISTRIBUTING GRADIENT DESCENT COMPUTATION IN A HETEROGENEOUS MULTI-ACCESS EDGE COMPUTING (MEC) NETWORKS,2019,US Patent App. 16 …,freepatentsonline.com,http://www.freepatentsonline.com/y2019/0138934.html,,635,1,"Systems, apparatuses, methods, and computer-readable media, are provided for distributed machine learning (ML) training using heterogeneous compute nodes in a heterogeneous computing environment, where the heterogeneous compute nodes are connected to a …"
1,"LP Qian, B Shi, Y Wu, B Sun…",NOMA enabled Mobile Edge Computing for Internet of Things via Joint Communication and Computation Resource Allocations,2019,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8895824/,"https://scholar.google.com/scholar?cites=10172289936637016916&as_sdt=2005&sciodt=0,5&hl=en",636,1,"The past decades have witnessed an explosive growth of Internet of Things (IoT) services requiring intensive computation-resources. Conventional IoT devices, however, are usually equipped with very limited computation-resources, which results in degraded quality of …"
1,"W Du, Q Lei, Q He, W Liu, F Chen, L Pan…",Multiple Energy Harvesting Devices Enabled Joint Computation Offloading and Dynamic Resource Allocation for Mobile-Edge Computing Systems,2019,… Conference on Web …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8818420/,"https://scholar.google.com/scholar?cites=9034067653235098795&as_sdt=2005&sciodt=0,5&hl=en",637,1,"A mobile-edge computing (MEC) system integrating energy harvesting (EH) techniques is a promising paradigm for supporting computation-intensive and delay-sensitive mobile applications. While computation offloading reduces users' perceived latency, EH techniques …"
0,"W Wu, Y Gao, T Zhou, Y Jia, H Zhang, T Wei…",Deep Reinforcement Learning-Based Video Quality Selection and Radio Bearer Control for Mobile Edge Computing Supported Short Video Applications,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8935221/,,638,1,"With the rapid development of mobile communication technology, short video applications, which combine the features of both social and multimedia applications, have become more and more popular. However, the transmission of short videos poses great challenges to the …"
0,"H Liu, L Cao, T Pei, Q Deng, J Zhu",A Fast Algorithm for Energy-Saving Offloading With Reliability and Latency Requirements in Multi-Access Edge Computing,2019,IEEE Access,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8938752/,,639,1,"Multi-Access Edge Computing (MEC) is a promising paradigm that providing cloud-like service for handling the high-complexity and latency-sensitive applications on user equipment (UE) via computation offloading. However, the execution reliability is rarely …"
1,"T Yang, H Feng, S Gao, Z Jiang, M Qin…",Two-stage Offloading Optimization for Energy-Latency Tradeoff with Mobile Edge Computing in Maritime Internet of Things,2019,IEEE Internet of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8930514/,"https://scholar.google.com/scholar?cites=1398547314009283268&as_sdt=2005&sciodt=0,5&hl=en",640,1,The ever-increasing growth in maritime activities with large amounts of maritime Internet of Things (M-IoT) devices and the exploration of ocean network leads to a great challenge for dealing with a massive amount of maritime data in a cost-effective and energy-efficient way …
1,"S Jangirala, AK Das…",Designing secure lightweight blockchain-enabled RFID-based authentication protocol for supply chains in 5G mobile edge computing environment,2019,IEEE Transactions on …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8844768/,"https://scholar.google.com/scholar?cites=413007788544452716&as_sdt=2005&sciodt=0,5&hl=en",641,1,"Secure real-time data about goods in transit in supply chains needs bandwidth having capacity that is not fulfilled with the current infrastructure. Hence, 5G-enabled Internet of Things (IoT) in mobile edge computing is intended to substantially increase this capacity. To …"
0,J Wang,Mobility management and mobile server dispatching in fixed-to-mobile and mobile-to-mobile edge computing,2019,,dspace.library.uvic.ca,http://dspace.library.uvic.ca/handle/1828/11030,,642,1,Mobile edge computing (MEC) has been considered as a promising technology to handle computation-intensive and latency-sensitive tasks for mobile user equipments (UEs) in next-generation mobile networks. Mobile UEs can offload these tasks to nearby edge servers …
